"idp","mqd","biomass","zp","reserutile","troph_r","species","ownership"
1112043,0.151520656918568,10.1355289449357,397,12.5999994277954,1.79457,"Épicéa commun","Forêts privées et autres - En PSG"
1105672,0.392501252465303,188.101697034918,418,36,2.26492,"Hêtre","Forêts domaniales RF"
1124238,0.436209517154932,322.25797732774,456,21,1.1228,"Sapin pectiné","Forêts domaniales RF"
1121422,0.186662717911521,50.0773583533035,511,18.8999996185303,1.45045,"Épicéa commun","Forêts privées et autres - En PSG"
1118443,0.193292372907715,325.588790004555,707,14.6999988555908,1.04586,"Sapin pectiné","Forêts privées et autres - En PSG"
1109037,0.385622181215084,297.436648061535,743,42,1.08432,"Sapin pectiné","Forêts domaniales RF"
1105236,0.132163034651681,38.553465880192,407,21,1.42301,"Pin sylvestre","Forêts domaniales RF"
1124961,0.277415334271784,506.253494655379,336,18.8999996185303,1.81876,"Chêne rouvre","Forêts privées et autres - En PSG"
1115773,0.282840865594334,252.972092186701,344,49,3.97811,"Chêne rouvre","Forêts domaniales RF"
1119674,0.221565243294275,60.6109166996697,444,18.8999996185303,2.46594,"Épicéa commun","Forêts domaniales RF"
1119344,0.110608605453915,9.4462427943739,590,42,1.601,"Douglas","Forêts privées et autres - En PSG"
1101666,0.134189952751433,104.893411834949,383,18,2.66807,"Hêtre","Forêts domaniales RF"
1121945,0.289344282422231,454.546156800176,359,42,1.69843,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1116550,0.281694785282866,238.666371646105,322,0,1.23537,"Pin sylvestre","Forêts privées et autres - Hors PSG"
1121382,0.299447011278988,455.99857953191,356,62.9999961853027,2.13543,"Douglas","Forêts domaniales RF"
1119816,0.297715061206714,369.251445534516,558,49,1.75497,"Sapin pectiné","Forêts domaniales RF"
1128984,0.352604358642173,292.791364370524,686,22.3999996185303,0.875502,"Sapin pectiné","Forêts domaniales RF"
1107834,0.100210480247006,10.5428523147846,835,14,1.22273,"Épicéa commun","Forêts domaniales RF"
1111339,0.219579928675055,465.641177756369,321,0,1.91873,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1100794,0.421493336328556,437.322143563546,380,28,2.45042,"Chêne rouvre","Forêts domaniales RF"
1102655,0.367083841946644,263.451481180222,290,37.7999992370605,1.38318,"Hêtre","Forêts domaniales RF"
1100749,0.133506514365028,34.4936784709562,638,28,1.2565,"Bouleau","Forêts domaniales RF"
1113238,0.182749275380288,227.99860331299,804,18.8999996185303,1.48671,"Sapin pectiné","Forêts domaniales RF"
1107886,0.422964839261381,204.91032677917,249,35,2.03718,"Douglas","Forêts privées et autres - En PSG"
1106850,0.126485801381813,177.404307863327,241,42,3.06338,"Chêne rouvre","Forêts domaniales RF"
1113312,0.489440338628822,357.574132826648,336,35,2.23429,"Hêtre","Forêts domaniales RF"
1109316,0.393092591109089,346.633420557382,325,28,2.0529,"Pin sylvestre","Forêts privées et autres - En PSG"
1131321,0.156108334256341,107.112740782569,354,37.7999992370605,3.60952,"Hêtre","Forêts domaniales RF"
1107052,0.129451727491569,51.2661594723173,223,87.0000076293945,1.53236,"Pin sylvestre","Forêts domaniales RF"
1128281,0.208173371157903,153.951416680227,267,20,1.98223,"Chêne rouvre","Forêts domaniales RF"
1126669,0.183473441116921,292.70043672981,236,35,1.27226,"Pin sylvestre","Forêts domaniales RF"
1128655,0.375660275362108,199.209063933799,467,27,0.908748,"Pin sylvestre","Forêts domaniales RF"
1106160,0.268790492113977,170.699559419945,717,36,1.9156,"Épicéa commun","Forêts domaniales RF"
1107655,0.361707400278509,143.841975284217,742,28,1.50137,"Hêtre","Forêts domaniales RF"
1127273,0.242388779142023,309.588241463718,248,42,1.39588,"Hêtre","Autres forêts publiques RF"
1111226,0.241441271054094,283.950635888337,197,28,2.19645,"Douglas","Forêts domaniales RF"
1129506,0.3989037140207,143.558241443945,356,28,3.61272,"Chêne rouvre","Forêts domaniales RF"
1104475,0.210299826718571,45.9220078853026,902,21,1.17369,"Sapin pectiné","Forêts domaniales RF"
1118477,0.303888823336069,275.756496999937,517,39.1500015258789,5.77276,"Grand aulne","Forêts privées et autres - Hors PSG"
1101535,0.263349212957884,282.273442815478,701,78.3000030517578,3.38148,"Hêtre","Autres forêts publiques RF"
1129463,0.355999682880854,212.971809991691,260,25.1999988555908,1.3955,"Pin sylvestre","Autres forêts publiques RF"
1110245,0.105394752900597,6.84728715973687,399,0,3.85039,"Grand érable","Forêts domaniales RF"
1115137,0.260776580070156,280.097001807956,482,26.1000022888184,3.23267,"Hêtre","Autres forêts publiques RF"
1106347,0.280112639989678,56.2500179390069,367,70,3.82513,"Épicéa commun","Forêts privées et autres - Hors PSG"
1128059,0.224317566970848,129.958117632664,547,40.6000022888184,1.4718,"Sapin pectiné","Autres forêts publiques RF"
1122436,0.155707049836637,167.818870611222,653,18.8999996185303,1.67864,"Hêtre","Forêts domaniales RF"
1110647,0.108225002884865,2.8374512454219,742,91.3500061035156,3.09619,"Douglas","Forêts privées et autres - Hors PSG"
1104672,0.114592000842094,3.80734592187998,563,58.5000038146973,3.48573,"Bouleau","Forêts privées et autres - Hors PSG"
1126117,0.553298892122939,532.716806679509,381,56,2.6875,"Hêtre","Forêts privées et autres - En PSG"
1107231,0.480350394361222,140.91773811151,326,35,1.90743,"Chêne rouvre","Autres forêts publiques RF"
1100804,0.26080558160434,301.380239806901,841,63,5.05145,"Sapin pectiné","Autres forêts publiques RF"
1118347,0.278903833578888,504.326108406458,290,54,3.1849,"Chêne rouvre","Forêts domaniales RF"
1104176,0.424744090149383,280.981313679986,321,75,2.56971,"Hêtre","Autres forêts publiques RF"
1116701,0.230784974877837,176.114141990942,378,42,2.92542,"Épicéa commun","Forêts privées et autres - En PSG"
1117883,0.332724772900572,227.235032805191,785,52.2000007629395,4.30273,"Épicéa commun","Autres forêts publiques RF"
1104678,0.389872822724093,325.584981108543,692,63,2.78207,"Hêtre","Autres forêts publiques RF"
1111591,0.278887601527577,347.872528627427,413,28,2.43952,"Chêne rouvre","Autres forêts publiques RF"
1123950,0.230972752306092,392.612641646781,685,39.1500015258789,3.5962,"Épicéa commun","Autres forêts publiques RF"
1123727,0.287382589573904,271.287448102877,515,35.1000022888184,5.09105,"Châtaignier","Autres forêts publiques RF"
1106008,0.359505639134943,310.957116797947,674,16.7999992370605,0.628152,"Pin sylvestre","Forêts domaniales RF"
1116424,0.310591554855447,170.239497787018,340,52.2000007629395,5.70111,"Hêtre","Autres forêts publiques RF"
1126521,0.217025461639534,261.84455369587,490,37.7999992370605,1.43803,"Douglas","Forêts domaniales RF"
1124354,0.226850846584559,229.084413999156,299,25.1999988555908,2.19031,"Pin sylvestre","Autres forêts publiques RF"
1108588,0.411139782878584,339.747209364733,943,150.75,1.40647,"Épicéa commun","Forêts privées et autres - Hors PSG"
1130895,0.159046324557913,265.118158094889,632,46.4000015258789,2.73478,"Hêtre","Autres forêts publiques RF"
1115660,0.367504968422794,113.653098684248,1171,87.0000076293945,1.42377,"Épicéa commun","Forêts domaniales RF"
1111553,0.226550043452244,287.830250132665,1102,39.1500015258789,1.29575,"Épicéa commun","Forêts privées et autres - Hors PSG"
1108784,0.328523591838809,38.0309919068967,809,47.25,2.90462,"Frêne","Forêts privées et autres - Hors PSG"
1123997,0.196871518101265,455.743879107393,1184,30.4500026702881,3.41388,"Hêtre","Autres forêts publiques RF"
1129716,0.272663298147206,319.902911300712,1141,36.75,2.75729,"Hêtre","Autres forêts publiques RF"
1118098,0.358405386869018,351.545347415788,682,58,4.89112,"Hêtre","Autres forêts publiques RF"
1109229,0.141248016233363,228.476178751345,479,26.25,5.32119,"Charme","Forêts privées et autres - Hors PSG"
1124512,0.241800894876897,268.75498684766,601,34.8000030517578,2.07571,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1109289,0.169595365633094,83.8414324475333,818,22.3999996185303,1.25298,"Épicéa commun","Autres forêts publiques RF"
1103441,0.143854012313295,82.5114706475152,930,63,3.31932,"Épicéa commun","Autres forêts publiques RF"
1114074,0.107336981292205,13.4777464796822,798,42,3.96065,"Douglas","Forêts privées et autres - En PSG"
1126675,0.257041970113861,244.194200460737,425,24.5,2.20686,"Sapin pectiné","Autres forêts publiques RF"
1101903,0.396804506911662,423.253081017756,642,32,2.99951,"Sapin pectiné","Autres forêts publiques RF"
1111424,0.222486800502798,312.52949707534,552,47.25,2.47887,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1100211,0.35367442261923,168.644993901485,573,21.7500019073486,1.15889,"Pin sylvestre","Autres forêts publiques RF"
1119165,0.472921709045725,455.121824292349,669,36.75,6.21305,"Sapin pectiné","Forêts domaniales RF"
1111549,0.274410718338036,335.324077446719,816,91.3500061035156,3.68447,"Épicéa commun","Autres forêts publiques RF"
1118421,0.219625472987564,379.104602533551,653,36.75,5.40909,"Sapin pectiné","Autres forêts publiques RF"
1130629,0.22946086856965,372.019044358084,576,56,5.19452,"Épicéa commun","Forêts privées et autres - En PSG"
1107617,0.384643398995174,304.292702588838,618,17.4000015258789,3.8538,"Sapin pectiné","Forêts domaniales RF"
1100555,0.302807748077288,164.483002960361,461,32,3.59133,"Hêtre","Autres forêts publiques RF"
1130378,0.133812776140858,32.0866724347294,1290,46.4000015258789,1.15657,"Hêtre","Forêts privées et autres - Hors PSG"
1105567,0.271285578256432,363.212585240291,604,46.4000015258789,1.93343,"Hêtre","Forêts domaniales RF"
1125527,0.450780088886405,247.799736608794,651,30.4500026702881,3.19773,"Douglas","Autres forêts publiques RF"
1124721,0.255809363503655,289.995957306056,462,130.950012207031,3.1237,"Sapin pectiné","Autres forêts publiques RF"
1102276,0.319831617490656,304.675588142677,598,56,4.38325,"Sapin pectiné","Autres forêts publiques RF"
1105913,0.581884122575139,373.475350826474,1022,78,4.96199,"Grand érable","Autres forêts publiques RF"
1107443,0.224470991933563,301.880728332975,423,30.4500026702881,4.6103,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1124541,0.279175852502426,394.925687835442,376,105,5.98317,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1111303,0.389420720974303,346.488210322089,533,46.4000015258789,2.99871,"Douglas","Autres forêts publiques RF"
1130652,0.124211538223287,27.7679476220197,742,89,1.73507,"Épicéa commun","Autres forêts publiques RF"
1109021,0.264025401780165,89.4967394653297,493,26.25,2.71346,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1106938,0.286936806289054,270.854578725995,604,26.25,6.01593,"Chêne rouvre","Forêts privées et autres - En PSG"
1130074,0.452996646037545,211.716596047899,491,73.5,1.08514,"Chêne rouvre","Autres forêts publiques RF"
1120283,0.230697833301394,403.077540583935,585,78.3000030517578,8.52986,"Frêne","Forêts privées et autres - En PSG"
1111730,0.21699756075139,389.648046859689,713,52.2000007629395,6.94666,"Bouleau","Forêts privées et autres - Hors PSG"
1104216,0.210765975186184,148.893725955089,739,30.4500026702881,1.97856,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1111962,0.442867396761943,399.050573457257,987,20.3000011444092,3.41584,"Sapin pectiné","Forêts domaniales RF"
1125999,0.470227007505401,294.602996338823,356,42,1.44056,"Hêtre","Autres forêts publiques RF"
1126967,0.217275668200821,170.263052587487,485,36,3.54312,"Hêtre","Forêts privées et autres - Hors PSG"
1119576,0.164936421294278,56.8351342691206,425,49,1.51384,"Sapin pectiné","Forêts domaniales RF"
1103128,0.405522547153046,182.49877434566,484,19.6000003814697,1.12263,"Sapin pectiné","Forêts domaniales RF"
1125729,0.161938662044592,155.346221217034,412,37.7999992370605,3.4197,"Sapin pectiné","Forêts domaniales RF"
1102439,0.145066760236705,87.9063182108307,372,58.5,2.65101,"Grand aulne","Forêts privées et autres - Hors PSG"
1117705,0.209367527464108,246.649029142459,553,47.25,5.51091,"Chêne pédonculé","Autres forêts publiques RF"
1117679,0.190516716356503,86.8604973217717,657,47.25,0.978485,"Sapin pectiné","Autres forêts publiques RF"
1107947,0.343963490028914,251.386666459294,458,14.6999988555908,1.3492,"Sapin pectiné","Forêts domaniales RF"
1129922,0.181293312255846,217.435308140417,560,16.7999992370605,1.29764,"Sapin pectiné","Forêts domaniales RF"
1128338,0.154696941122622,96.0397045732266,518,37.7999992370605,1.10146,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1115537,0.253639994210409,413.314726461139,505,46.4000015258789,4.28251,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1121483,0.397385046636047,537.602164040211,651,28,6.9555,"Sapin pectiné","Autres forêts publiques RF"
1129938,0.286044119338804,190.754217996861,618,42,1.72799,"Sapin pectiné","Forêts domaniales RF"
1130208,0.258883189370336,237.858708828639,567,19.6000003814697,0.920878,"Sapin pectiné","Forêts privées et autres - En PSG"
1107224,0.339140903660237,359.179728982955,665,46.4000015258789,1.86768,"Épicéa commun","Forêts privées et autres - Hors PSG"
1119252,0.227431738704187,241.994428934243,594,30.4500026702881,2.11485,"Épicéa commun","Forêts privées et autres - Hors PSG"
1100635,0.215095451922703,191.231448344045,560,26.1000022888184,4.8835,"Épicéa commun","Forêts privées et autres - Hors PSG"
1114070,0.346141080023527,343.136383501696,643,78.3000030517578,2.22581,"Épicéa commun","Forêts privées et autres - Hors PSG"
1106986,0.29672550189329,191.896851108408,529,25.1999988555908,1.13939,"Sapin pectiné","Forêts domaniales RF"
1106428,0.16320128147223,121.254760574147,426,17.4000015258789,6.04825,"Sapin pectiné","Forêts privées et autres - En PSG"
1117593,0.245706897869716,443.588605458797,550,92.5,2.16429,"Épicéa commun","Forêts privées et autres - Hors PSG"
1121748,0.329555043084415,283.270811684403,677,52.2000007629395,2.01817,"Épicéa commun","Forêts domaniales RF"
1119910,0.216448214269799,187.814890370745,731,46.4000015258789,6.10282,"Épicéa commun","Autres forêts publiques RF"
1129259,0.38261190120583,287.597587604486,647,65.25,4.14406,"Grand érable","Forêts privées et autres - Hors PSG"
1126777,0.125014108781628,57.4665873341118,449,81,5.07801,"Grand érable","Forêts privées et autres - Hors PSG"
1128286,0.301311347722891,325.502971314726,467,58,4.48177,"Sapin pectiné","Autres forêts publiques RF"
1120794,0.156734216063136,61.9475531851784,911,63,1.18891,"Sapin pectiné","Autres forêts publiques RF"
1119727,0.155099811250596,77.1460351520101,600,104.400001525879,3.01328,"Épicéa commun","Forêts privées et autres - Hors PSG"
1121253,0.271083697455029,179.575678978303,769,16.7999992370605,1.26768,"Sapin pectiné","Autres forêts publiques RF"
1125070,0.242977950933671,119.896721586617,386,87.5,2.03315,"Épicéa commun","Forêts privées et autres - Hors PSG"
1104047,0.225189700898201,75.1013475731745,736,46.4000015258789,1.20066,"Sapin pectiné","Autres forêts publiques RF"
1107499,0.157097800862549,65.9329920125882,994,157.5,4.48996,"Hêtre","Forêts domaniales RF"
1109378,0.404774888413049,146.050821660341,777,26.25,1.80456,"Épicéa commun","Forêts domaniales RF"
1121381,0.271098396497529,321.022762444353,557,78.3000030517578,5.60748,"Chêne pédonculé","Forêts privées et autres - Hors PSG"
1119583,0.381127433588076,574.803456890692,694,34.8000030517578,2.32564,"Hêtre","Autres forêts publiques RF"
1112119,0.513852497980989,497.175206531391,812,17.4000015258789,4.10824,"Sapin pectiné","Forêts domaniales RF"
1117136,0.21502364902634,339.919422904872,611,53.5999984741211,1.99582,"Hêtre","Forêts privées et autres - Hors PSG"
1123505,0.317119691399672,483.729981285013,887,78.3000030517578,2.22136,"Sapin pectiné","Autres forêts publiques RF"
1103425,0.237196605715808,208.402024925703,508,42,5.74331,"Chêne pédonculé","Forêts privées et autres - Hors PSG"
1123517,0.177798953803419,196.544172348559,910,34.8000030517578,1.91473,"Sapin pectiné","Autres forêts publiques RF"
1102246,0.199556282953429,154.377942053266,670,46.4000015258789,2.99643,"Grand érable","Forêts privées et autres - Hors PSG"
1113664,0.238741468515385,65.8743857239199,1000,36.75,2.01685,"Sapin pectiné","Forêts domaniales RF"
1111156,0.315393575925729,326.612868006252,1057,56,1.87437,"Épicéa commun","Autres forêts publiques RF"
1130434,0.305318790114861,379.239695126078,839,48,1.43947,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1104520,0.401940298580072,109.960984793695,780,13.0500011444092,2.64389,"Sapin pectiné","Autres forêts publiques RF"
1101732,0.326702044333801,250.068726647266,976,46.4000015258789,3.20427,"Sapin pectiné","Forêts domaniales RF"
1126700,0.163778491436416,70.9244848360088,645,36.75,2.48737,"Épicéa commun","Autres forêts publiques RF"
1124770,0.354214414249758,194.250679918034,855,81.2000045776367,2.21021,"Épicéa commun","Forêts domaniales RF"
1116861,0.320581646133884,106.92328121262,787,31.5,6.44493,"Hêtre","Autres forêts publiques RF"
1125271,0.228520523227641,477.991819700857,709,46.4000015258789,3.42308,"Hêtre","Forêts privées et autres - Hors PSG"
1100910,0.624049925632649,227.098891088242,803,73.5999984741211,2.25163,"Douglas","Forêts privées et autres - En PSG"
1218956,0.447598510827745,272.351692523611,347,157.5,3.42626,"Hêtre","Forêts domaniales RF"
1214606,0.168749348258897,237.336992461967,290,157.5,3.40863,"Tremble","Forêts privées et autres - Hors PSG"
1219789,0.406588726978339,280.286187726415,366,62.9999961853027,1.80917,"Sapin pectiné","Forêts domaniales RF"
1209076,0.198072042161576,254.500631323394,402,44.1000022888184,1.35599,"Sapin pectiné","Forêts domaniales RF"
1219544,0.151043090629663,61.8336826858694,543,29.3999977111816,1.87333,"Hêtre","Forêts domaniales RF"
1208249,0.340290147739169,283.786345060045,581,33.5999984741211,1.61067,"Douglas","Forêts privées et autres - En PSG"
1216285,0.183537711368513,163.581544863338,332,56.6999969482422,4.40713,"Chêne rouge d'Amérique","Forêts domaniales RF"
1221397,0.24810900871112,285.987587549614,324,64,2.20312,"Sapin pectiné","Autres forêts publiques RF"
1228486,0.564966287316497,392.901302878271,383,44.1000022888184,1.52617,"Chêne rouvre","Forêts domaniales RF"
1225505,0.288461688853665,194.106341364562,469,22.3999996185303,3.48878,"Hêtre","Forêts domaniales RF"
1229644,0.680227994918823,84.6252362935097,305,14.6999988555908,1.71479,"Hêtre","Forêts domaniales RF"
1208496,0.138136122127344,147.960588568901,387,25.1999988555908,1.55766,"Pin sylvestre","Forêts domaniales RF"
1202532,0.325872091534952,220.965783477899,456,42,1.31651,"Sapin pectiné","Forêts domaniales RF"
1218954,0.35873291829875,325.318994894844,680,28,1.24406,"Sapin pectiné","Forêts domaniales RF"
1215414,0.181031698037967,198.02818277953,293,56.6999969482422,0.511865,"Chêne rouvre","Forêts domaniales RF"
1230056,0.365961162111312,402.843660245969,760,29.4000015258789,1.28993,"Sapin pectiné","Forêts domaniales RF"
1230702,0.294781537540867,263.818602449856,297,22.3999996185303,2.45439,"Chêne rouvre","Forêts domaniales RF"
1213447,0.416597672906972,220.290266314871,264,50.3999977111816,1.1401,"Chêne rouvre","Forêts domaniales RF"
1200438,0.248646387286567,235.960770301954,274,22.3999996185303,1.26664,"Pin sylvestre","Forêts domaniales RF"
1200389,0.346172929161318,198.730208989307,254,62.9999961853027,1.38518,"Hêtre","Forêts domaniales RF"
1230955,0.231814286655473,292.7603713147,318,68.4000015258789,2.28106,"Hêtre","Forêts domaniales RF"
1219282,0.17904162165734,405.32597112146,312,56,1.70766,"Hêtre","Forêts domaniales RF"
1207022,0.0976943375453208,74.8041973440855,645,73.5,4.45287,"Hêtre","Forêts domaniales RF"
1228145,0.202721568932597,171.484742937899,344,56.6999969482422,2.43663,"Hêtre","Autres forêts publiques RF"
1231349,0.149740500264377,269.203121277159,459,70.5,2.47002,"Hêtre","Forêts domaniales RF"
1206469,0.471494181919951,197.219908023874,719,52.5,2.5696,"Épicéa commun","Forêts domaniales RF"
1206704,0.311377471483001,121.386374054782,185,169.5,6.26167,"Grand aulne","Forêts privées et autres - Hors PSG"
1229021,0.106889770135428,44.6895324940011,599,10.5,0.861167,"Sapin pectiné","Forêts domaniales RF"
1218815,0.400827174014704,218.17406740187,957,44.1000022888184,1.82039,"Épicéa commun","Forêts domaniales RF"
1223528,0.454095149105419,373.984667897873,783,44.0999984741211,1.92409,"Épicéa commun","Autres forêts publiques RF"
1204777,0.342503714816969,357.660123809762,561,52.5,1.16001,"Épicéa commun","Autres forêts publiques RF"
1207725,0.201477672969921,235.296340583431,427,101.199996948242,4.98321,"Douglas","Forêts domaniales RF"
1227235,0.132997065806166,31.9124442756983,503,111.5,2.81983,"Hêtre","Forêts privées et autres - Hors PSG"
1230582,0.253965670718445,257.85040726353,540,92.8000030517578,5.98308,"Grand érable","Autres forêts publiques RF"
1224854,0.123108151259985,65.028893561036,345,62.9999961853027,1.2409,"Chêne rouvre","Autres forêts publiques RF"
1205964,0.259495308485713,173.854767425478,572,8,1.98871,"Épicéa commun","Forêts domaniales RF"
1209366,0.131765329638288,123.354858513492,397,21.75,2.23865,"Chêne rouvre","Autres forêts publiques RF"
1204456,0.172559305631707,246.265862007187,809,62.9999961853027,2.01529,"Épicéa commun","Forêts privées et autres - En PSG"
1228177,0.327330772778402,337.234175538418,437,56,1.90339,"Hêtre","Forêts domaniales RF"
1217034,0.27269081593679,598.291091602085,267,105,7.4586,"Robinier faux-acacia","Forêts privées et autres - Hors PSG"
1210228,0.482667552326299,566.682374572902,443,117.900001525879,3.20809,"Hêtre","Forêts domaniales RF"
1224483,0.340312021049732,412.523608000289,284,49,4.14617,"Épicéa commun","Forêts privées et autres - En PSG"
1212777,0.350518787559543,335.360796354184,830,26.25,2.55697,"Sapin pectiné","Autres forêts publiques RF"
1212178,0.458680610912308,344.431150495617,767,67.5,2.20312,"Sapin pectiné","Forêts privées et autres - En PSG"
1213876,0.133783379512642,115.443743758969,439,29.3999977111816,2.21957,"Pin sylvestre","Autres forêts publiques RF"
1211047,0.161342133284695,216.680638155982,933,50.7500038146973,3.09264,"Hêtre","Autres forêts publiques RF"
1229086,0.318288603956887,158.07974014674,333,33.5999984741211,1.4238,"Pin sylvestre","Forêts domaniales RF"
1228729,0.603111483083799,565.197853150805,632,15.75,4.59947,"Sapin pectiné","Autres forêts publiques RF"
1209852,0.416993250971183,477.010542846683,591,24,4.53837,"Sapin pectiné","Autres forêts publiques RF"
1221547,0.213193226605503,352.064914799031,332,61.25,5.17461,"Châtaignier","Forêts privées et autres - Hors PSG"
1201912,0.347528821219971,304.550505984895,749,25.1999988555908,2.00575,"Épicéa commun","Autres forêts publiques RF"
1220185,0.147789578277826,208.691173149947,614,25.1999988555908,1.73656,"Pin sylvestre","Forêts domaniales RF"
1220096,0.271856582210768,237.92113656075,392,81,1.0221,"Pin sylvestre","Autres forêts publiques RF"
1229182,0.216334792733139,31.5997094068134,362,42,2.96275,"Chêne rouvre","Forêts privées et autres - En PSG"
1207342,0.303910347004713,278.318924704725,501,58,1.75732,"Chêne rouvre","Forêts domaniales RF"
1208911,0.245613996807236,254.017235170421,225,69.6000061035156,5.6956,"Grand aulne","Forêts privées et autres - Hors PSG"
1210544,0.396350794849144,230.443036964687,386,44.1000022888184,2.27326,"Hêtre","Autres forêts publiques RF"
1229944,0.461230993270874,17.5016806856847,931,72.5,3.3799,"Hêtre","Forêts privées et autres - En PSG"
1227473,0.303961655393176,519.279766289165,693,36.25,2.74813,"Douglas","Autres forêts publiques RF"
1219974,0.364614374869426,533.009431867151,524,26.1000022888184,7.15524,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1222022,0.194626199868126,238.579411187459,1171,70,2.85024,"Hêtre","Forêts domaniales RF"
1222985,0.214243122893374,254.836269545336,944,46.4000015258789,2.24237,"Sapin pectiné","Autres forêts publiques RF"
1202216,0.296261092471269,507.884879659174,572,26.1000003814697,3.82002,"Sapin pectiné","Autres forêts publiques RF"
1215873,0.315665672578772,184.922470933961,834,7,5.28775,"Sapin pectiné","Autres forêts publiques RF"
1215497,0.241024378377375,132.384674407855,569,39.1500015258789,2.92006,"Épicéa commun","Forêts privées et autres - Hors PSG"
1208103,0.276793871626212,394.852096676648,444,34.8000030517578,2.35967,"Pin sylvestre","Autres forêts publiques RF"
1213546,0.207128206480917,90.3398585534183,717,25.1999988555908,1.30641,"Épicéa commun","Autres forêts publiques RF"
1225890,0.223577573633762,298.672435700619,939,39.1500015258789,3.07155,"Épicéa commun","Autres forêts publiques RF"
1210902,0.219939332985649,187.963994181928,515,93,6.18265,"Sapin pectiné","Forêts privées et autres - Hors PSG"
1218792,0.281688637463183,156.847870285705,920,14.6999988555908,0.942035,"Pin sylvestre","Autres forêts publiques RF"
1201346,0.185207109911569,204.235097013026,621,39.1500015258789,3.79355,"Sapin pectiné","Autres forêts publiques RF"
1207017,0.268404169114388,144.359542414042,667,30.4500026702881,1.2239,"Sapin pectiné","Autres forêts publiques RF"
1205795,0.319499002313903,273.572171684321,895,52.2000007629395,5.96393,"Sapin pectiné","Autres forêts publiques RF"
1216418,0.173671539927985,224.345440649567,874,52.2000007629395,2.15281,"Mélèze d'Europe","Autres forêts publiques RF"
1229192,0.277887241500449,262.283751784027,322,122.5,5.43819,"Charme","Autres forêts publiques RF"
1226524,0.383778452927245,236.068663925733,997,65.4500045776367,3.87081,"Sapin pectiné","Autres forêts publiques RF"
1223478,0.115910513536307,126.210056315174,540,40.6000022888184,2.8609,"Châtaignier","Autres forêts publiques RF"
1228769,0.417736492297796,138.127518018087,481,39.1500015258789,6.97205,"Épicéa commun","Autres forêts publiques RF"
1225671,0.181333556650612,260.428376923034,634,26.1000003814697,2.69582,"Sapin pectiné","Autres forêts publiques RF"
1208212,0.237063413705758,326.875842036346,981,85.75,2.81141,"Épicéa commun","Autres forêts publiques RF"
1202155,0.132339675512941,102.687869550061,502,46.8000030517578,8.43854,"Hêtre","Autres forêts publiques RF"
1229504,0.306849277075489,157.155575745227,306,46.4000015258789,6.03839,"Robinier faux-acacia","Forêts privées et autres - Hors PSG"
1215681,0.317083021855377,441.506454676989,899,52.2000045776367,6.77671,"Grand érable","Forêts domaniales RF"
1225220,0.174549095251705,158.25968532543,783,112,2.14189,"Épicéa commun","Forêts privées et autres - Hors PSG"
1202562,0.337765885668213,205.689157376591,580,104.400001525879,2.32064,"Épicéa commun","Forêts privées et autres - Hors PSG"
1214935,0.154350978520107,72.5565884900477,407,52.5,4.52257,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1220821,0.256066997233248,308.026776812552,674,29,2.00452,"Épicéa commun","Forêts privées et autres - Hors PSG"
1223694,0.198333277533653,270.047357006093,533,7.25,3.79493,"Chêne rouvre","Forêts privées et autres - Hors PSG"
1228052,0.294211160561727,325.532622498029,679,34.8000030517578,6.24385,"Sapin pectiné","Autres forêts publiques RF"
1202577,0.332692267475772,406.516099926175,930,70,2.42393,"Sapin pectiné","Autres forêts publiques RF"
1207282,0.330070933485645,272.951872761458,556,126,1.54403,"Hêtre","Autres forêts publiques RF"
1204463,0.337857074622622,382.474879760801,526,116.800003051758,1.27004,"Épicéa commun","Autres forêts publiques RF"
1214862,0.246053628307306,292.235679268239,427,54.6000022888184,2.91589,"Hêtre","Forêts domaniales RF"
1211439,0.268526984659105,300.27874128175,395,37.7999992370605,1.68973,"Sapin pectiné","Forêts domaniales RF"
1221733,0.288002229801191,459.491586261191,480,58,6.21547,"Épicéa commun","Forêts privées et autres - Hors PSG"
1227832,0.242977900209933,243.314682984228,456,24,1.26032,"Pin sylvestre","Autres forêts publiques RF"
1211994,0.318162775619992,378.854125816209,411,10.5,1.92228,"Pin sylvestre","Forêts privées et autres - Hors PSG"
1204457,0.296230139817806,351.148831981874,664,90.8000030517578,2.53191,"Hêtre","Autres forêts publiques RF"
1216272,0.309524129274797,245.313539122046,706,71.0500030517578,1.45429,"Sapin pectiné","Forêts domaniales RF"
1228391,0.208367699178564,188.699214952292,403,79.1999969482422,2.32866,"Sapin pectiné","Autres forêts publiques RF"
1218062,0.218642357884692,180.380841270276,483,56.6999969482422,1.92766,"Sapin pectiné","Forêts domaniales RF"
