"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
1913963,"publics - domaniales","dans PNR","difficile",0,13
1213941,"privé - sans psg","hors PNR","difficile",0,15
871292,"privé - sans psg","dans PNR","facile",0,24
1445107,"publis - communales","hors PNR","difficile",0,14
1351822,"privé - sans psg","dans PNR","difficile",0,19
1229683,"publis - communales","hors PNR","très facile",0,13
955566,"publis - communales","hors PNR","facile",0,12
1718408,"publis - communales","dans PNR","difficile",0,19
419182,"publics - domaniales","dans PNR","difficile",0,31
1539098,"publis - communales","hors PNR","facile",0,11
522814,"privé - sans psg","hors PNR","très facile",0,21
1111553,"privé - sans psg","dans PNR","moyenne",0,25
2047390,"publics - domaniales","hors PNR","moyenne",0,17
1823119,"publics - domaniales","hors PNR","difficile",0,11
1104216,"privé - sans psg","dans PNR","moyenne",0,12
441730,"publis - communales","dans PNR","difficile",0,17
1947194,"publics - domaniales","dans PNR","facile",0,18
114572,"publics - domaniales","hors PNR",NA,0,10
1131321,"publics - domaniales","dans PNR","très facile",0,9
1732359,"privé - sans psg","dans PNR","difficile",0,14
406607,"privé - psg","dans PNR","difficile",0,16
1735359,"publis - communales","hors PNR","facile",0,13
1221733,"privé - sans psg","dans PNR","difficile",0,19
858463,"privé - psg","hors PNR","facile",0,2
205744,"publis - communales","dans PNR",NA,0,9
1444201,"privé - sans psg","dans PNR","très facile",0,11
1321552,"publis - communales","dans PNR","difficile",0,4
945255,"publis - communales","dans PNR","très facile",0,8
1503533,"privé - sans psg","dans PNR","très facile",0,2
1926811,"publis - communales","hors PNR","très facile",0,11
511986,"privé - sans psg","dans PNR","facile",0,20
814880,"privé - sans psg","dans PNR","difficile",0,7
1939374,"privé - sans psg","dans PNR","facile",0,19
463404,"privé - sans psg","hors PNR","facile",0,12
544515,"privé - sans psg","hors PNR","difficile",0,30
1504785,"privé - sans psg","hors PNR","facile",0,9
2033422,"publics - domaniales","hors PNR","difficile",0,1
573168,"publis - communales","hors PNR","moyenne",0,10
1219544,"publics - domaniales","hors PNR","difficile",0,7
217944,"privé - psg","hors PNR",NA,0,25
474782,"privé - sans psg","dans PNR","facile",0,17
1630082,"publics - domaniales","hors PNR","facile",0,26
659059,"publis - communales","hors PNR","difficile",0,34
1807803,"publis - communales","hors PNR","très facile",0,12
725379,"publis - communales","hors PNR","facile",0,26
953093,"publics - domaniales","dans PNR","difficile",0,15
411287,"privé - sans psg","hors PNR","difficile",0,3
1104678,"publis - communales","hors PNR","facile",0,9
16187,"privé - sans psg","dans PNR",NA,0,1
16326,"privé - sans psg","dans PNR",NA,0,6
651028,"privé - sans psg","dans PNR","difficile",0,28
730871,"privé - sans psg","dans PNR","très facile",0,10
636996,"publis - communales","hors PNR","difficile",0,2
305863,"privé - sans psg","hors PNR","difficile",0,3
1847387,"publis - communales","dans PNR","facile",0,16
1424576,"publics - domaniales","hors PNR","facile",0,6
119965,"privé - sans psg","dans PNR",NA,0,2
1450830,"publics - domaniales","hors PNR","facile",0,27
1308470,"publis - communales","hors PNR","difficile",0,12
114483,"publis - communales","dans PNR",NA,0,14
1419799,"publis - communales","dans PNR","difficile",0,25
140313,"privé - sans psg","dans PNR",NA,0,21
865439,"publis - communales","hors PNR","très facile",0,9
944620,"publics - domaniales","dans PNR","difficile",0,8
1812460,"privé - sans psg","hors PNR","moyenne",0,24
562021,"privé - sans psg","dans PNR","difficile",0,21
1852990,"publis - communales","hors PNR","difficile",0,17
1520964,"privé - psg","dans PNR","difficile",0,6
1431192,"privé - psg","hors PNR","très facile",0,4
712867,"publis - communales","hors PNR","facile",0,20
1003660,"publis - communales","hors PNR","difficile",0,39
1734957,"publis - communales","dans PNR","très facile",0,14
1704847,"publis - communales","dans PNR","difficile",0,18
1645351,"publis - communales","dans PNR","difficile",0,3
1353393,"privé - sans psg","hors PNR","facile",0,10
261343,"publis - communales","dans PNR",NA,0,9
105268,"privé - sans psg","dans PNR",NA,0,21
1826075,"privé - sans psg","hors PNR","difficile",0,9
1731030,"publics - domaniales","dans PNR","très facile",0,8
1738160,"publics - domaniales","hors PNR","facile",0,11
2044922,"privé - sans psg","dans PNR","difficile",0,11
24292,"privé - sans psg","dans PNR",NA,0,7
617935,"publics - domaniales","dans PNR","moyenne",0,1
701923,"publics - domaniales","hors PNR","facile",0,16
1801091,"publis - communales","dans PNR","difficile",0,6
1630331,"publis - communales","hors PNR","difficile",0,15
1546585,"publis - communales","hors PNR","moyenne",0,11
1946701,"publics - domaniales","dans PNR","très facile",0,11
6243,"publics - domaniales","dans PNR",NA,0,10
2022668,"publis - communales","hors PNR","difficile",0,19
1210544,"publis - communales","dans PNR","difficile",0,9
1229944,"privé - psg","dans PNR","moyenne",0,1
1847969,"publics - domaniales","dans PNR","difficile",0,13
1337670,"publics - domaniales","dans PNR","difficile",0,5
918964,"privé - sans psg","dans PNR","moyenne",0,10
641271,"publis - communales","dans PNR","très facile",0,22
2025235,"publis - communales","dans PNR","difficile",0,13
919102,"privé - sans psg","dans PNR","difficile",0,15
1326028,"publis - communales","dans PNR","difficile",0,11
564273,"privé - psg","dans PNR","facile",0,19
1932482,"privé - sans psg","dans PNR","difficile",0,9
403739,"publis - communales","dans PNR","difficile",0,16
2045383,"privé - psg","hors PNR","facile",0,13
1801252,"publics - domaniales","dans PNR","difficile",0,18
350758,"publis - communales","dans PNR","difficile",0,5
477686,"publis - communales","dans PNR","difficile",0,12
1515684,"publis - communales","hors PNR","facile",0,11
1646972,"publis - communales","hors PNR","difficile",0,9
1107052,"publics - domaniales","dans PNR","très facile",0,12
1731957,"publics - domaniales","dans PNR","facile",0,32
101696,"privé - sans psg","dans PNR",NA,0,10
320154,"publics - domaniales","hors PNR","facile",0,5
1205964,"publics - domaniales","hors PNR","facile",0,13
978310,"privé - sans psg","dans PNR","difficile",0,14
824745,"publics - domaniales","dans PNR","difficile",0,16
1209366,"publis - communales","hors PNR","difficile",0,21
1507392,"privé - sans psg","hors PNR","facile",0,19
924213,"privé - sans psg","hors PNR","très facile",0,8
2020049,"publis - communales","dans PNR","difficile",0,11
375919,"publis - communales","dans PNR","difficile",0,22
1845513,"privé - sans psg","dans PNR","très facile",0,3
54855,"publis - communales","dans PNR",NA,0,9
465897,"publics - domaniales","dans PNR","difficile",0,7
1005086,"publis - communales","hors PNR","difficile",0,15
504023,"publis - communales","hors PNR","très facile",0,9
1916294,"publics - domaniales","hors PNR","très facile",0,22
2026640,"publics - domaniales","dans PNR","facile",0,9
1929431,"privé - psg","hors PNR","difficile",0,14
257840,"publis - communales","dans PNR",NA,0,8
201765,"publics - domaniales","hors PNR",NA,0,10
101387,"privé - psg","hors PNR",NA,0,1
1024807,"privé - sans psg","dans PNR","moyenne",0,15
913461,"publis - communales","hors PNR","facile",0,12
1445523,"publics - domaniales","dans PNR","très facile",0,16
151983,"publis - communales","dans PNR",NA,0,15
835139,"publis - communales","hors PNR","facile",0,13
502139,"publics - domaniales","hors PNR","difficile",0,14
1524330,"publis - communales","dans PNR","difficile",0,13
1219974,"privé - sans psg","dans PNR","difficile",0,16
216723,"privé - sans psg","dans PNR",NA,0,12
1207017,"publis - communales","dans PNR","difficile",0,10
1621787,"privé - psg","dans PNR","très facile",0,6
1711661,"publics - domaniales","hors PNR","moyenne",0,14
1941094,"privé - psg","dans PNR","difficile",0,10
1907298,"publics - domaniales","dans PNR","très facile",0,14
1501311,"publics - domaniales","dans PNR","difficile",0,5
1440279,"publis - communales","dans PNR","facile",0,8
2033265,"publis - communales","hors PNR","difficile",0,13
740228,"publis - communales","dans PNR","très facile",0,9
1913438,"privé - sans psg","hors PNR","très facile",0,10
366517,"publis - communales","dans PNR","difficile",0,17
308426,"publics - domaniales","dans PNR","difficile",0,13
13251,"privé - sans psg","hors PNR",NA,0,13
1634212,"privé - sans psg","dans PNR","difficile",0,14
367489,"privé - sans psg","dans PNR","très facile",0,10
133278,"publics - domaniales","hors PNR",NA,0,9
1305251,"privé - sans psg","dans PNR","facile",0,4
581793,"publis - communales","dans PNR","très facile",0,17
270019,"publics - domaniales","hors PNR",NA,0,8
919778,"privé - sans psg","hors PNR","difficile",0,17
903281,"publis - communales","hors PNR","difficile",0,16
1754337,"publics - domaniales","dans PNR","très facile",0,9
402874,"publis - communales","dans PNR","difficile",0,11
312944,"publis - communales","dans PNR","difficile",0,5
1107231,"publis - communales","dans PNR","difficile",0,5
564705,"privé - sans psg","dans PNR","difficile",0,11
329526,"publis - communales","hors PNR","facile",0,10
1612255,"publis - communales","dans PNR","difficile",0,10
1315855,"publis - communales","dans PNR","difficile",0,15
1849918,"publics - domaniales","hors PNR","moyenne",0,7
2044135,"publis - communales","dans PNR","difficile",0,11
145998,"publis - communales","dans PNR",NA,0,7
1641211,"publics - domaniales","dans PNR","difficile",0,17
733621,"publics - domaniales","hors PNR","difficile",0,2
345894,"publics - domaniales","hors PNR","facile",0,6
207728,"publis - communales","dans PNR",NA,0,12
864332,"publis - communales","dans PNR","très facile",0,17
814472,"publis - communales","dans PNR","très facile",0,11
932635,"publis - communales","dans PNR","facile",0,9
1433705,"publics - domaniales","dans PNR","difficile",0,19
644483,"privé - sans psg","dans PNR","difficile",0,13
1615324,"publics - domaniales","hors PNR","difficile",0,14
1920121,"publis - communales","hors PNR","facile",0,21
304908,"publis - communales","dans PNR","moyenne",0,6
1719232,"publis - communales","hors PNR","facile",0,13
1438752,"privé - psg","dans PNR","difficile",0,16
2034249,"publis - communales","dans PNR","facile",0,22
1212232,"privé - sans psg","dans PNR","difficile",0,27
1421846,"publics - domaniales","hors PNR","facile",0,3
582291,"privé - sans psg","dans PNR","très facile",0,11
1202216,"publis - communales","dans PNR","facile",0,21
478669,"publics - domaniales","hors PNR","difficile",0,3
1639306,"privé - sans psg","hors PNR","moyenne",0,4
301049,"publis - communales","hors PNR","facile",0,1
1443554,"publis - communales","hors PNR","très facile",0,7
2008100,"publis - communales","hors PNR","très facile",0,15
1004097,"privé - sans psg","dans PNR","facile",0,19
378545,"publics - domaniales","hors PNR","difficile",0,12
1953686,"privé - sans psg","hors PNR","très facile",0,9
1841387,"privé - sans psg","hors PNR","facile",0,24
2037094,"privé - sans psg","dans PNR","facile",0,5
814734,"privé - psg","dans PNR","difficile",0,12
1502847,"publis - communales","hors PNR","très facile",0,12
372684,"publis - communales","dans PNR","difficile",0,15
2052197,"privé - sans psg","dans PNR","difficile",0,10
1904558,"privé - sans psg","dans PNR","facile",0,8
550065,"publis - communales","hors PNR","difficile",0,13
2035678,"privé - sans psg","hors PNR","très facile",0,23
575308,"privé - sans psg","dans PNR","difficile",0,17
873485,"publis - communales","hors PNR","difficile",0,22
53383,"publis - communales","dans PNR",NA,0,10
1729188,"privé - sans psg","hors PNR","difficile",0,29
1540820,"publis - communales","dans PNR","difficile",0,8
135111,"publis - communales","hors PNR",NA,0,12
1416992,"publis - communales","dans PNR","facile",0,17
2027976,"publics - domaniales","hors PNR","difficile",0,13
1325900,"publics - domaniales","hors PNR","moyenne",0,7
2048995,"publics - domaniales","hors PNR","difficile",0,22
2044579,"privé - sans psg","dans PNR","difficile",0,12
50971,"publis - communales","hors PNR",NA,0,15
205916,"publics - domaniales","dans PNR",NA,0,17
1016109,"publis - communales","dans PNR","difficile",0,18
1915987,"privé - sans psg","dans PNR","difficile",0,21
1937885,"publis - communales","dans PNR","difficile",0,16
1121483,"publis - communales","dans PNR","difficile",0,13
146586,"publics - domaniales","dans PNR",NA,0,12
1945101,"privé - sans psg","hors PNR","facile",0,8
2036698,"privé - sans psg","dans PNR","difficile",0,9
1223478,"publis - communales","dans PNR","difficile",0,27
144094,"publis - communales","hors PNR",NA,0,10
1531708,"publics - domaniales","hors PNR","facile",0,31
274280,"privé - sans psg","dans PNR",NA,0,13
1951415,"privé - psg","dans PNR","facile",0,13
1343566,"privé - psg","hors PNR","difficile",0,11
742919,"privé - sans psg","hors PNR","difficile",0,9
1523202,"publis - communales","dans PNR","moyenne",0,13
330802,"publics - domaniales","dans PNR","difficile",0,22
707206,"publis - communales","dans PNR","très facile",0,16
1733528,"publis - communales","dans PNR","très facile",0,6
1636677,"privé - sans psg","dans PNR","très facile",0,11
530138,"publis - communales","dans PNR","très facile",0,15
1117136,"privé - sans psg","dans PNR","facile",0,17
1441905,"publics - domaniales","dans PNR","très facile",0,29
972654,"privé - sans psg","dans PNR","difficile",0,26
1940116,"publics - domaniales","hors PNR","difficile",0,22
280270,"privé - sans psg","dans PNR",NA,0,10
1837513,"publics - domaniales","hors PNR","moyenne",0,14
1902012,"publics - domaniales","dans PNR","moyenne",0,16
1606427,"publis - communales","dans PNR","facile",0,10
879937,"publis - communales","dans PNR","moyenne",0,19
2049825,"privé - sans psg","dans PNR","facile",0,10
501892,"privé - sans psg","hors PNR","difficile",0,15
2033957,"privé - psg","hors PNR","facile",0,8
411435,"privé - sans psg","dans PNR","moyenne",0,15
1828841,"publis - communales","dans PNR","difficile",0,12
2036401,"publics - domaniales","hors PNR","difficile",0,20
1105567,"publics - domaniales","dans PNR","difficile",0,19
1709391,"privé - sans psg","dans PNR","très facile",0,6
2014871,"privé - sans psg","hors PNR","difficile",0,4
879983,"privé - sans psg","dans PNR","difficile",0,19
1838370,"publics - domaniales","hors PNR","difficile",0,7
927673,"publis - communales","hors PNR","difficile",0,7
1701882,"publis - communales","hors PNR","facile",0,16
1625306,"privé - sans psg","hors PNR","très facile",0,10
1409834,"privé - sans psg","dans PNR","moyenne",0,6
739196,"publics - domaniales","dans PNR","facile",0,13
413985,"publis - communales","dans PNR","difficile",0,23
622302,"publis - communales","hors PNR","très facile",0,10
424774,"publics - domaniales","hors PNR","difficile",0,1
1023074,"publics - domaniales","hors PNR","facile",0,7
1932059,"publis - communales","hors PNR","difficile",0,13
