"idp","pro_psg","biom","xl","yl","gr"
1005408,"privé - sans psg",255.332831892551,520200,2031600,"520200 2031600"
1002285,"privé - sans psg",50.7248003159407,518200,2025600,"518200 2025600"
1000687,"privé - sans psg",19.3071230177635,532200,2057600,"532200 2057600"
1015708,"privé - sans psg",178.061338271218,528200,2045600,"528200 2045600"
1022359,"publics - domaniales",131.807990056319,526200,2039600,"526200 2039600"
1012440,"privé - sans psg",240.106040857111,524200,2033600,"524200 2033600"
1001300,"privé - psg",15.6281650230874,534200,2053600,"534200 2053600"
1003322,"privé - sans psg",301.304175803707,530200,2041600,"530200 2041600"
1009965,"privé - sans psg",152.680768592681,524200,2023600,"524200 2023600"
1017578,"privé - psg",79.3657352599668,542200,2057600,"542200 2057600"
1022908,"privé - sans psg",500.014441087231,538200,2045600,"538200 2045600"
1021467,"privé - sans psg",156.637038525909,528200,2015600,"528200 2015600"
1003088,"privé - sans psg",293.531762559906,544200,2053600,"544200 2053600"
1008787,"privé - sans psg",181.171378259431,540200,2041600,"540200 2041600"
1004481,"privé - sans psg",310.911355193955,548200,2055600,"548200 2055600"
1028516,"privé - sans psg",193.883326086218,542200,2037600,"542200 2037600"
1012353,"privé - sans psg",251.276921872673,538200,2025600,"538200 2025600"
1014836,"publis - communales",293.070463397528,556200,2069600,"556200 2069600"
1013191,"privé - psg",127.978084128069,558200,2065600,"558200 2065600"
1026789,"privé - sans psg",126.83358794586,556200,2059600,"556200 2059600"
1021504,"privé - sans psg",348.949753178605,546200,2029600,"546200 2029600"
1019134,"privé - sans psg",192.693667650644,540200,2011600,"540200 2011600"
1020455,"privé - sans psg",539.877958191266,564200,2073600,"564200 2073600"
1029258,"privé - sans psg",392.267684421127,562200,2067600,"562200 2067600"
1017572,"privé - sans psg",209.895585030026,560200,2061600,"560200 2061600"
1020231,"privé - sans psg",128.654177797547,558200,2055600,"558200 2055600"
1024324,"privé - sans psg",301.07940973684,544200,2013600,"544200 2013600"
1027137,"privé - sans psg",4.84749351302745,566200,2069600,"566200 2069600"
1022481,"privé - sans psg",242.0929546862,564200,2063600,"564200 2063600"
1019822,"privé - sans psg",377.149170467532,562200,2057600,"562200 2057600"
1025246,"privé - sans psg",178.48419205816,558200,2045600,"558200 2045600"
1031172,"privé - sans psg",104.285969608949,546200,2009600,"546200 2009600"
1010087,"privé - psg",50.164479540938,572200,2077600,"572200 2077600"
1016863,"privé - psg",371.349944649609,564200,2053600,"564200 2053600"
1023499,"privé - sans psg",2.13082667338272,574200,2073600,"574200 2073600"
1018239,"privé - sans psg",157.463804535597,570200,2061600,"570200 2061600"
1026526,"privé - sans psg",341.35247406194,566200,2049600,"566200 2049600"
1006295,"privé - sans psg",95.9519153429857,564200,2043600,"564200 2043600"
1005397,"privé - sans psg",273.251455576384,560200,2031600,"560200 2031600"
1030153,"privé - sans psg",40.2864742502232,554200,2013600,"554200 2013600"
1021329,"privé - sans psg",202.553510594644,578200,2075600,"578200 2075600"
1009271,"privé - sans psg",275.395548598693,576200,2069600,"576200 2069600"
1011105,"privé - sans psg",131.018653957969,568200,2045600,"568200 2045600"
1029902,"privé - sans psg",85.1918248493012,560200,2021600,"560200 2021600"
1030942,"privé - sans psg",91.545130616287,578200,2065600,"578200 2065600"
1015221,"publics - domaniales",85.3282701471819,576200,2059600,"576200 2059600"
1015082,"privé - psg",369.429246002606,574200,2053600,"574200 2053600"
1026561,"privé - sans psg",283.655285661827,572200,2047600,"572200 2047600"
1029991,"privé - psg",228.759518688501,570200,2041600,"570200 2041600"
1028437,"privé - sans psg",123.146727439876,566200,2029600,"566200 2029600"
1009480,"privé - sans psg",349.971665226316,564200,2023600,"564200 2023600"
1001885,"privé - sans psg",205.088931119418,562200,2017600,"562200 2017600"
1006089,"privé - sans psg",5.05607297863554,560200,2011600,"560200 2011600"
1008328,"privé - sans psg",69.9948388047521,558200,2005600,"558200 2005600"
1023094,"privé - sans psg",79.8740311806585,556200,1999600,"556200 1999600"
1018383,"privé - sans psg",265.20217009285,572200,2037600,"572200 2037600"
1015638,"privé - sans psg",121.702705321481,568200,2025600,"568200 2025600"
1021776,"privé - sans psg",29.3273782233599,564200,2013600,"564200 2013600"
1030892,"privé - sans psg",321.034725922487,560200,2001600,"560200 2001600"
1021228,"privé - psg",105.582977252745,586200,2069600,"586200 2069600"
1028272,"privé - sans psg",264.881589659244,584200,2063600,"584200 2063600"
1018380,"privé - sans psg",253.19440657574,582200,2057600,"582200 2057600"
1000634,"privé - sans psg",212.03295183878,574200,2033600,"574200 2033600"
1009059,"publis - communales",42.1684710054795,572200,2027600,"572200 2027600"
1030535,"privé - sans psg",620.352722436724,570200,2021600,"570200 2021600"
1007877,"privé - sans psg",52.0146654317799,568200,2015600,"568200 2015600"
1001303,"privé - sans psg",127.153816293864,566200,2009600,"566200 2009600"
1025331,"privé - sans psg",76.8162710346671,564200,2003600,"564200 2003600"
1020462,"privé - sans psg",379.046135589561,562200,1997600,"562200 1997600"
1028738,"privé - psg",120.842460260748,590200,2071600,"590200 2071600"
1010722,"privé - sans psg",207.176034604949,586200,2059600,"586200 2059600"
1028545,"privé - sans psg",168.471136029492,580200,2041600,"580200 2041600"
1016416,"privé - sans psg",235.949846051592,578200,2035600,"578200 2035600"
1008603,"publis - communales",252.784243630001,574200,2023600,"574200 2023600"
1021290,"privé - sans psg",193.211738406112,572200,2017600,"572200 2017600"
1011659,"privé - sans psg",132.193119589548,568200,2005600,"568200 2005600"
1012207,"privé - sans psg",46.6584049123028,592200,2067600,"592200 2067600"
1022620,"privé - psg",43.5654296601039,588200,2055600,"588200 2055600"
1000258,"privé - sans psg",278.631725100117,584200,2043600,"584200 2043600"
1006580,"privé - sans psg",451.229334028509,582200,2037600,"582200 2037600"
1000682,"privé - sans psg",187.078662553243,580200,2031600,"580200 2031600"
1026267,"privé - psg",185.292182817419,578200,2025600,"578200 2025600"
1008957,"privé - sans psg",64.725060775209,574200,2013600,"574200 2013600"
1029138,"privé - psg",235.912130151447,592200,2057600,"592200 2057600"
1014668,"privé - sans psg",222.566858111644,588200,2045600,"588200 2045600"
1016607,"privé - sans psg",370.484949724732,584200,2033600,"584200 2033600"
1027973,"privé - sans psg",555.73317661985,572200,1997600,"572200 1997600"
1018025,"privé - sans psg",355.633089886856,602200,2077600,"602200 2077600"
1004833,"privé - sans psg",9.32297953581961,598200,2065600,"598200 2065600"
1007476,"publis - communales",162.173919715891,594200,2053600,"594200 2053600"
1005571,"privé - psg",219.096467589379,592200,2047600,"592200 2047600"
1001460,"privé - sans psg",199.099040727145,588200,2035600,"588200 2035600"
1005298,"privé - sans psg",197.915228874249,586200,2029600,"586200 2029600"
1029396,"privé - psg",20.8840991147545,582200,2017600,"582200 2017600"
1029027,"privé - sans psg",279.648559733153,604200,2073600,"604200 2073600"
1023731,"privé - sans psg",72.9918045399306,602200,2067600,"602200 2067600"
1031032,"privé - sans psg",1046.11864629677,596200,2049600,"596200 2049600"
1012014,"publics - domaniales",134.067782959537,594200,2043600,"594200 2043600"
1020555,"privé - sans psg",345.862159406832,592200,2037600,"592200 2037600"
1021336,"privé - sans psg",239.770092116432,584200,2013600,"584200 2013600"
1023347,"privé - psg",144.452375816597,602200,2057600,"602200 2057600"
1017708,"privé - sans psg",68.9921853974425,594200,2033600,"594200 2033600"
1001141,"privé - sans psg",276.692508699438,586200,2009600,"586200 2009600"
1030269,"privé - psg",138.748097792019,752200,2327600,"752200 2327600"
1022313,"privé - psg",144.833174581711,744200,2303600,"744200 2303600"
1016914,"publics - domaniales",84.1708446249027,756200,2329600,"756200 2329600"
1002625,"privé - sans psg",112.549797401593,752200,2317600,"752200 2317600"
1009147,"privé - psg",185.362423735931,746200,2299600,"746200 2299600"
1013818,"publis - communales",264.356585172675,758200,2325600,"758200 2325600"
1000099,"privé - sans psg",340.432334657675,750200,2301600,"750200 2301600"
1016950,"publis - communales",188.959537421866,748200,2295600,"748200 2295600"
1007581,"privé - psg",33.8790663561561,744200,2283600,"744200 2283600"
1014133,"privé - sans psg",259.58420960135,738200,2265600,"738200 2265600"
1020066,"privé - psg",229.256323775708,736200,2259600,"736200 2259600"
1016669,"privé - psg",78.0306309866777,752200,2297600,"752200 2297600"
1019044,"privé - psg",276.952461801808,766200,2329600,"766200 2329600"
1023634,"privé - psg",173.701851315563,762200,2317600,"762200 2317600"
1010891,"privé - sans psg",102.181626164391,744200,2263600,"744200 2263600"
1016769,"privé - sans psg",218.369737841258,736200,2239600,"736200 2239600"
1007814,"publis - communales",70.730897042137,772200,2337600,"772200 2337600"
1004666,"privé - sans psg",285.424592433926,768200,2325600,"768200 2325600"
1004927,"publis - communales",62.7421136718124,760200,2301600,"760200 2301600"
1015882,"privé - sans psg",30.8704919806067,754200,2283600,"754200 2283600"
1017290,"privé - sans psg",252.463062580114,746200,2259600,"746200 2259600"
1010851,"privé - sans psg",156.124383626564,768200,2315600,"768200 2315600"
1014780,"publis - communales",333.11708530937,766200,2309600,"766200 2309600"
1019846,"privé - sans psg",552.225030073473,764200,2303600,"764200 2303600"
1029471,"publis - communales",18.2301766041837,762200,2297600,"762200 2297600"
1007035,"privé - sans psg",215.851341404903,744200,2243600,"744200 2243600"
1030534,"publics - domaniales",281.27543687662,772200,2317600,"772200 2317600"
1014631,"privé - psg",210.215115008234,752200,2257600,"752200 2257600"
1028447,"publics - domaniales",218.833977080534,774200,2313600,"774200 2313600"
1009596,"privé - sans psg",307.140821597093,766200,2289600,"766200 2289600"
1003103,"privé - psg",212.531172277888,756200,2259600,"756200 2259600"
1020371,"publis - communales",298.430570359075,780200,2321600,"780200 2321600"
1029462,"publics - domaniales",171.696209650025,778200,2315600,"778200 2315600"
1013797,"publics - domaniales",174.706230076096,776200,2309600,"776200 2309600"
1014400,"privé - psg",198.611423172031,768200,2285600,"768200 2285600"
1029011,"privé - psg",164.95143612425,786200,2329600,"786200 2329600"
1027210,"publis - communales",236.249224881747,784200,2323600,"784200 2323600"
1003872,"privé - psg",85.6152002196059,782200,2317600,"782200 2317600"
1023968,"publics - domaniales",224.877532208,780200,2311600,"780200 2311600"
1027736,"privé - psg",242.233959814548,774200,2293600,"774200 2293600"
1005625,"privé - psg",245.09746174567,772200,2287600,"772200 2287600"
1021811,"privé - sans psg",145.941799626719,770200,2281600,"770200 2281600"
1025484,"privé - sans psg",245.717002459088,768200,2275600,"768200 2275600"
1007671,"publis - communales",122.223343239108,756200,2239600,"756200 2239600"
1019920,"privé - sans psg",315.47767755887,754200,2233600,"754200 2233600"
1002543,"publis - communales",313.861581170413,784200,2313600,"784200 2313600"
1009572,"privé - sans psg",347.846295549077,768200,2265600,"768200 2265600"
1002722,"publics - domaniales",312.55590225197,790200,2321600,"790200 2321600"
1004488,"publics - domaniales",35.1949026908191,788200,2315600,"788200 2315600"
1001282,"publis - communales",236.271714352254,786200,2309600,"786200 2309600"
1031271,"privé - sans psg",313.663913232429,784200,2303600,"784200 2303600"
1022757,"publics - domaniales",133.972601861512,780200,2291600,"780200 2291600"
1008903,"privé - psg",51.4480105236401,776200,2279600,"776200 2279600"
1001114,"privé - psg",252.369490994566,764200,2243600,"764200 2243600"
1019904,"privé - sans psg",132.797450766587,792200,2317600,"792200 2317600"
1031292,"publis - communales",282.845139663453,780200,2281600,"780200 2281600"
1022676,"publis - communales",129.209032208177,778200,2275600,"778200 2275600"
1008043,"publis - communales",3.36006032418976,768200,2245600,"768200 2245600"
1001029,"publis - communales",115.174609085312,796200,2319600,"796200 2319600"
1010792,"publis - communales",109.149019495779,788200,2295600,"788200 2295600"
1025199,"publis - communales",150.326532429463,784200,2283600,"784200 2283600"
1017609,"privé - psg",117.1761903452,788200,2285600,"788200 2285600"
1005858,"privé - sans psg",131.425985161018,784200,2273600,"784200 2273600"
1004067,"publis - communales",180.696486073236,780200,2261600,"780200 2261600"
1018410,"publis - communales",221.310522710961,776200,2249600,"776200 2249600"
1016373,"publics - domaniales",156.66224380728,792200,2287600,"792200 2287600"
1025298,"publics - domaniales",57.7663419377081,790200,2281600,"790200 2281600"
1002984,"publis - communales",151.164135346538,788200,2275600,"788200 2275600"
1017860,"privé - sans psg",189.427318417152,784200,2263600,"784200 2263600"
1017820,"privé - sans psg",191.374077094774,780200,2251600,"780200 2251600"
1000890,"publis - communales",57.1027408583395,778200,2245600,"778200 2245600"
1022111,"privé - sans psg",109.019567155766,776200,2239600,"776200 2239600"
1006144,"publis - communales",204.564108275848,800200,2301600,"800200 2301600"
1016746,"privé - sans psg",323.893474245712,796200,2289600,"796200 2289600"
1002177,"publis - communales",116.658116425399,792200,2277600,"792200 2277600"
1004982,"privé - psg",15.2882001847803,788200,2265600,"788200 2265600"
1008107,"privé - sans psg",64.542708264931,786200,2259600,"786200 2259600"
1012478,"privé - sans psg",16.0332863816452,782200,2247600,"782200 2247600"
1026122,"privé - sans psg",186.612225489986,778200,2235600,"778200 2235600"
1022002,"privé - sans psg",31.5817684342374,776200,2229600,"776200 2229600"
1017769,"privé - psg",151.068417610082,802200,2297600,"802200 2297600"
1003409,"publis - communales",203.97076089881,800200,2291600,"800200 2291600"
1012637,"publics - domaniales",18.9756023959586,796200,2279600,"796200 2279600"
1012049,"publics - domaniales",71.2721514662524,794200,2273600,"794200 2273600"
1008323,"publis - communales",87.3439018379008,792200,2267600,"792200 2267600"
1009584,"privé - sans psg",95.8138262585209,790200,2261600,"790200 2261600"
1026402,"publis - communales",136.972522405639,788200,2255600,"788200 2255600"
1023466,"publics - domaniales",108.740376661175,786200,2249600,"786200 2249600"
1014906,"privé - psg",31.270445908712,784200,2243600,"784200 2243600"
1009467,"publis - communales",34.7833965988619,780200,2231600,"780200 2231600"
1019485,"privé - psg",158.375065020687,804200,2293600,"804200 2293600"
1007725,"publis - communales",223.418837411662,788200,2245600,"788200 2245600"
1007413,"publis - communales",199.547830638172,784200,2233600,"784200 2233600"
1024981,"privé - sans psg",3.95776382919518,780200,2221600,"780200 2221600"
1003528,"privé - psg",232.267855178096,808200,2295600,"808200 2295600"
1004972,"privé - psg",139.312381014586,804200,2283600,"804200 2283600"
1004682,"publics - domaniales",8.00995968737377,802200,2277600,"802200 2277600"
1023761,"privé - psg",91.9039573018672,800200,2271600,"800200 2271600"
1000741,"publis - communales",155.175533289046,796200,2259600,"796200 2259600"
1016209,"privé - psg",57.7014946147853,788200,2235600,"788200 2235600"
1012587,"privé - psg",257.38659331651,786200,2229600,"786200 2229600"
1028349,"privé - psg",204.985182364702,812200,2297600,"812200 2297600"
1026301,"privé - psg",167.25200130531,810200,2291600,"810200 2291600"
1000023,"privé - psg",57.7031314448256,808200,2285600,"808200 2285600"
1009668,"privé - sans psg",52.0093796526675,800200,2261600,"800200 2261600"
1020616,"publis - communales",60.9817159490276,796200,2249600,"796200 2249600"
1018110,"privé - psg",218.588750978617,812200,2287600,"812200 2287600"
1006864,"privé - sans psg",258.338471096203,790200,2221600,"790200 2221600"
1000213,"privé - sans psg",38.7873179077279,804200,2253600,"804200 2253600"
1027503,"publis - communales",278.305746663948,800200,2231600,"800200 2231600"
1030552,"privé - psg",262.896215173945,820200,2281600,"820200 2281600"
1025520,"privé - sans psg",136.077501123888,818200,2275600,"818200 2275600"
1009265,"privé - psg",161.774186759468,810200,2251600,"810200 2251600"
1013121,"publics - domaniales",458.620625832528,804200,2233600,"804200 2233600"
1010480,"publis - communales",354.780353040996,826200,2289600,"826200 2289600"
1023228,"publis - communales",134.605916395328,822200,2277600,"822200 2277600"
1007455,"publics - domaniales",281.840904196755,812200,2247600,"812200 2247600"
1007368,"publics - domaniales",476.832376390486,810200,2241600,"810200 2241600"
1015789,"publics - domaniales",624.649395808156,808200,2235600,"808200 2235600"
1007171,"privé - psg",421.769001799121,806200,2229600,"806200 2229600"
1006655,"publis - communales",333.934101515747,820200,2261600,"820200 2261600"
1024429,"privé - psg",142.830743996887,812200,2237600,"812200 2237600"
1006232,"publis - communales",435.613326048643,834200,2293600,"834200 2293600"
1008802,"privé - psg",228.257939155688,818200,2245600,"818200 2245600"
1029044,"publis - communales",227.671566160848,836200,2289600,"836200 2289600"
1030656,"publics - domaniales",306.198276825132,826200,2259600,"826200 2259600"
1022189,"publics - domaniales",288.388491574788,824200,2253600,"824200 2253600"
1002695,"privé - psg",393.831062449923,826200,2249600,"826200 2249600"
1014715,"privé - psg",107.644496618119,820200,2231600,"820200 2231600"
1029604,"privé - psg",294.572169679161,818200,2225600,"818200 2225600"
1027964,"privé - sans psg",349.078856885394,836200,2269600,"836200 2269600"
1030678,"privé - sans psg",41.429045369572,834200,2253600,"834200 2253600"
1009213,"privé - sans psg",126.956963091615,830200,2241600,"830200 2241600"
1010036,"publis - communales",121.887652265124,832200,2237600,"832200 2237600"
1019693,"privé - sans psg",335.458074827941,184200,2433600,"184200 2433600"
1003358,"privé - sans psg",146.434184533627,180200,2401600,"180200 2401600"
1020669,"privé - psg",147.788421181916,176200,2389600,"176200 2389600"
1011489,"privé - psg",353.704024576809,182200,2397600,"182200 2397600"
1023756,"privé - sans psg",99.7675001941569,172200,2367600,"172200 2367600"
1020054,"privé - sans psg",213.466487678415,196200,2429600,"196200 2429600"
1029554,"privé - sans psg",2.51728211765423,188200,2405600,"188200 2405600"
1009787,"privé - psg",391.313501666058,184200,2383600,"184200 2383600"
1009009,"privé - sans psg",388.975966722444,194200,2403600,"194200 2403600"
1023954,"privé - sans psg",403.850170068504,192200,2387600,"192200 2387600"
1014500,"privé - sans psg",4.73283795362613,186200,2369600,"186200 2369600"
1030538,"privé - sans psg",137.466574586917,200200,2401600,"200200 2401600"
1021671,"privé - sans psg",386.031041208497,204200,2403600,"204200 2403600"
1014895,"privé - sans psg",165.692829777085,202200,2397600,"202200 2397600"
1022918,"privé - sans psg",213.991772313505,198200,2385600,"198200 2385600"
1027845,"privé - sans psg",149.282880921382,194200,2373600,"194200 2373600"
1022920,"privé - sans psg",166.390058216201,208200,2405600,"208200 2405600"
1000662,"privé - psg",80.8861886161542,210200,2401600,"210200 2401600"
1012720,"privé - sans psg",70.4886169879046,202200,2377600,"202200 2377600"
1000793,"privé - sans psg",122.177618712802,204200,2373600,"204200 2373600"
1012507,"privé - sans psg",250.854368141142,206200,2369600,"206200 2369600"
1010540,"privé - psg",88.3180591781146,218200,2385600,"218200 2385600"
1013729,"privé - psg",39.6379341091532,226200,2369600,"226200 2369600"
1003981,"privé - psg",70.9648987907146,244200,2403600,"244200 2403600"
1002583,"privé - psg",135.270199452359,236200,2369600,"236200 2369600"
1006873,"privé - psg",51.0610765103689,242200,2377600,"242200 2377600"
1000192,"privé - sans psg",41.3312047302671,256200,2399600,"256200 2399600"
1028269,"privé - sans psg",252.8711247376,244200,2363600,"244200 2363600"
1013654,"privé - sans psg",367.256121958972,260200,2401600,"260200 2401600"
1012001,"privé - sans psg",414.090405935629,256200,2379600,"256200 2379600"
1011588,"privé - sans psg",296.277117651019,268200,2395600,"268200 2395600"
1005097,"privé - psg",353.869459866663,264200,2383600,"264200 2383600"
1018158,"privé - sans psg",557.934329512551,260200,2361600,"260200 2361600"
1028522,"privé - sans psg",209.899415390293,272200,2387600,"272200 2387600"
1010209,"privé - sans psg",284.579969682272,272200,2377600,"272200 2377600"
1003196,"publics - domaniales",355.287322587396,284200,2393600,"284200 2393600"
1005539,"privé - sans psg",24.6950434837221,544200,2153600,"544200 2153600"
1003278,"privé - sans psg",99.1460251135443,548200,2155600,"548200 2155600"
1017451,"publis - communales",153.612970713096,550200,2141600,"550200 2141600"
1017947,"privé - sans psg",31.3497692032541,542200,2117600,"542200 2117600"
1012744,"privé - sans psg",480.213109200283,540200,2111600,"540200 2111600"
1017977,"privé - sans psg",329.220621767303,538200,2105600,"538200 2105600"
1021803,"privé - sans psg",334.788725223171,552200,2137600,"552200 2137600"
1001042,"privé - sans psg",518.408470923922,560200,2151600,"560200 2151600"
1013555,"privé - sans psg",222.719537472516,554200,2133600,"554200 2133600"
1024856,"publics - domaniales",15.1912236581859,546200,2109600,"546200 2109600"
1015194,"privé - sans psg",247.168958246109,560200,2141600,"560200 2141600"
1007839,"privé - sans psg",359.609575378579,558200,2135600,"558200 2135600"
1003819,"privé - psg",26.995120586774,548200,2105600,"548200 2105600"
1027094,"privé - sans psg",319.508440618232,562200,2137600,"562200 2137600"
1004884,"privé - sans psg",126.732573001873,560200,2131600,"560200 2131600"
1001985,"privé - sans psg",247.378994566778,558200,2125600,"558200 2125600"
1009267,"privé - sans psg",50.6126133971984,554200,2113600,"554200 2113600"
1021202,"privé - sans psg",694.645020646854,568200,2145600,"568200 2145600"
1016913,"privé - sans psg",267.313681297257,564200,2133600,"564200 2133600"
1017112,"privé - sans psg",198.797917875755,560200,2121600,"560200 2121600"
1007051,"privé - sans psg",345.626854558176,556200,2109600,"556200 2109600"
1026743,"privé - sans psg",32.8261493637643,552200,2097600,"552200 2097600"
1005324,"privé - sans psg",245.143357460627,568200,2135600,"568200 2135600"
1016184,"privé - sans psg",128.84138826417,564200,2123600,"564200 2123600"
1019748,"privé - sans psg",16.8686759216795,556200,2099600,"556200 2099600"
1030597,"privé - sans psg",188.888628865086,572200,2137600,"572200 2137600"
1030696,"privé - psg",183.169697638682,564200,2113600,"564200 2113600"
1030200,"privé - sans psg",832.229443836732,560200,2101600,"560200 2101600"
1029896,"publis - communales",152.770146149087,560200,2091600,"560200 2091600"
1005630,"privé - sans psg",212.643323803272,564200,2093600,"564200 2093600"
1020549,"privé - sans psg",201.569103406918,574200,2113600,"574200 2113600"
1014606,"privé - psg",477.467613040674,572200,2107600,"572200 2107600"
1008121,"privé - sans psg",67.4540307413898,592200,2157600,"592200 2157600"
1001401,"privé - psg",245.95859895265,578200,2115600,"578200 2115600"
1025057,"privé - sans psg",229.761298177652,572200,2097600,"572200 2097600"
1005820,"privé - psg",114.144580473199,568200,2085600,"568200 2085600"
1006358,"privé - sans psg",318.068580719737,592200,2147600,"592200 2147600"
1025521,"privé - sans psg",240.709063408068,576200,2089600,"576200 2089600"
1022726,"privé - sans psg",363.287607012278,590200,2121600,"590200 2121600"
1020872,"privé - sans psg",332.287328390162,586200,2109600,"586200 2109600"
1017385,"privé - sans psg",69.3887590547887,582200,2097600,"582200 2097600"
1001953,"privé - sans psg",226.783094261447,586200,2099600,"586200 2099600"
1016572,"privé - sans psg",153.729407169249,600200,2131600,"600200 2131600"
1025875,"privé - sans psg",181.491713278768,594200,2113600,"594200 2113600"
1022555,"privé - sans psg",252.258633799102,586200,2089600,"586200 2089600"
1028832,"privé - sans psg",289.797630649386,600200,2121600,"600200 2121600"
1006390,"publis - communales",61.7727793781266,592200,2097600,"592200 2097600"
1024621,"privé - sans psg",86.0935588319982,596200,2099600,"596200 2099600"
1030486,"privé - sans psg",230.261024911604,592200,2087600,"592200 2087600"
1005185,"privé - sans psg",221.737345633606,590200,2081600,"590200 2081600"
1020056,"privé - sans psg",29.4231695379963,610200,2131600,"610200 2131600"
1014490,"privé - sans psg",327.295435139993,608200,2125600,"608200 2125600"
1018436,"privé - sans psg",29.664955729801,602200,2107600,"602200 2107600"
1010219,"privé - sans psg",229.404140129372,592200,2077600,"592200 2077600"
1020626,"privé - sans psg",237.754998668534,614200,2133600,"614200 2133600"
1001639,"privé - sans psg",191.762244943321,606200,2109600,"606200 2109600"
1004225,"privé - sans psg",268.664927626889,616200,2129600,"616200 2129600"
1005797,"publis - communales",104.795001750067,600200,2081600,"600200 2081600"
1009344,"privé - sans psg",387.403898014369,616200,2119600,"616200 2119600"
1019252,"privé - sans psg",105.906800872393,612200,2107600,"612200 2107600"
1021841,"privé - sans psg",482.313978586016,604200,2083600,"604200 2083600"
1011308,"privé - sans psg",83.6720210322174,420200,2021600,"420200 2021600"
1013574,"privé - psg",67.5861478946031,424200,2023600,"424200 2023600"
1009864,"privé - psg",150.851323577277,426200,2019600,"426200 2019600"
1001097,"privé - sans psg",23.0772761602578,424200,2013600,"424200 2013600"
1006001,"privé - sans psg",184.306161912771,420200,2001600,"420200 2001600"
1016257,"privé - sans psg",113.681079193052,418200,1995600,"418200 1995600"
1011491,"privé - sans psg",36.5464892758683,430200,2021600,"430200 2021600"
1000853,"privé - sans psg",299.007958637355,426200,2009600,"426200 2009600"
1010648,"privé - psg",19.2815609999807,432200,2017600,"432200 2017600"
1019843,"privé - sans psg",44.5390268382483,424200,1993600,"424200 1993600"
1001666,"privé - sans psg",1.28008888481735,448200,2055600,"448200 2055600"
1012945,"privé - sans psg",499.18345433123,434200,2013600,"434200 2013600"
1006634,"privé - sans psg",103.412347629183,432200,2007600,"432200 2007600"
1016418,"privé - sans psg",39.1494959882012,452200,2057600,"452200 2057600"
1004909,"privé - sans psg",262.164970536973,434200,2003600,"434200 2003600"
1027502,"privé - sans psg",109.099510479621,432200,1997600,"432200 1997600"
1012956,"privé - sans psg",70.8543109118918,456200,2059600,"456200 2059600"
1012578,"privé - sans psg",508.638171400332,446200,2029600,"446200 2029600"
1012179,"privé - sans psg",67.4376296125946,444200,2023600,"444200 2023600"
1008925,"privé - sans psg",149.998038164813,442200,2017600,"442200 2017600"
1000272,"privé - sans psg",149.698763058757,436200,1999600,"436200 1999600"
1011520,"privé - sans psg",383.3165982369,454200,2043600,"454200 2043600"
1030849,"privé - sans psg",60.9652405212886,452200,2037600,"452200 2037600"
1004167,"privé - psg",36.9062250697346,444200,2013600,"444200 2013600"
1008540,"privé - sans psg",172.827350841595,440200,2001600,"440200 2001600"
1017403,"privé - sans psg",161.916629383221,436200,1989600,"436200 1989600"
1011389,"privé - psg",37.3297710520387,448200,2015600,"448200 2015600"
1005686,"privé - psg",65.232084437581,444200,2003600,"444200 2003600"
1028818,"privé - sans psg",119.999163307868,442200,1997600,"442200 1997600"
1015008,"privé - sans psg",184.22649647107,440200,1991600,"440200 1991600"
1030060,"privé - sans psg",125.821190997015,472200,2077600,"472200 2077600"
1008004,"privé - sans psg",35.1509670366241,468200,2065600,"468200 2065600"
1013609,"privé - sans psg",29.0311081102777,460200,2041600,"460200 2041600"
1026748,"privé - sans psg",122.195683047089,444200,1993600,"444200 1993600"
1007385,"privé - sans psg",479.409776695635,466200,2049600,"466200 2049600"
1028424,"privé - sans psg",170.378222247676,450200,2001600,"450200 2001600"
1008707,"privé - sans psg",249.478690057697,448200,1995600,"448200 1995600"
1011916,"privé - sans psg",295.02473325922,446200,1989600,"446200 1989600"
1009524,"privé - sans psg",302.263417823394,442200,1977600,"442200 1977600"
1028305,"privé - sans psg",111.261538602074,476200,2069600,"476200 2069600"
1006139,"privé - sans psg",264.538529386568,464200,2033600,"464200 2033600"
1024067,"privé - sans psg",216.853557469569,456200,2009600,"456200 2009600"
1007183,"privé - sans psg",143.132810862094,452200,1997600,"452200 1997600"
1001594,"privé - sans psg",58.237032820018,478200,2065600,"478200 2065600"
1020035,"privé - psg",79.80303641872,476200,2059600,"476200 2059600"
1024842,"privé - psg",189.297780318382,470200,2041600,"470200 2041600"
1007192,"privé - sans psg",326.005831610077,466200,2029600,"466200 2029600"
1014736,"privé - sans psg",145.520054672222,464200,2023600,"464200 2023600"
1016204,"privé - sans psg",119.956544562466,462200,2017600,"462200 2017600"
1023360,"privé - sans psg",390.251705619924,458200,2005600,"458200 2005600"
1028075,"privé - sans psg",228.662126512298,456200,1999600,"456200 1999600"
1018997,"privé - psg",49.8220057734911,478200,2055600,"478200 2055600"
1030557,"privé - sans psg",201.162970290819,472200,2037600,"472200 2037600"
1026889,"privé - sans psg",351.655565368232,468200,2025600,"468200 2025600"
1028614,"privé - sans psg",2.26616239277606,462200,2007600,"462200 2007600"
1026337,"privé - sans psg",214.13089448917,458200,1995600,"458200 1995600"
1015564,"privé - sans psg",252.965608260284,456200,1989600,"456200 1989600"
1009492,"privé - sans psg",408.582117053886,452200,1977600,"452200 1977600"
