"idp","pro_psg","biom","xl","yl","gr"
1010054,"privé - sans psg",128.492804360235,288200,2295600,"288200 2295600"
1001391,"publics - domaniales",384.303266260658,286200,2289600,"286200 2289600"
1021609,"privé - sans psg",256.325920855188,274200,2253600,"274200 2253600"
1018099,"publics - domaniales",517.229030784168,290200,2291600,"290200 2291600"
1004837,"publics - domaniales",11.2125303834322,288200,2285600,"288200 2285600"
1025965,"privé - psg",201.076955022854,308200,2315600,"308200 2315600"
1016953,"privé - sans psg",98.8317854114351,292200,2267600,"292200 2267600"
1027675,"privé - psg",221.135961041813,312200,2317600,"312200 2317600"
1002557,"privé - psg",133.375286272113,308200,2305600,"308200 2305600"
1000223,"privé - sans psg",251.45624537907,316200,2309600,"316200 2309600"
1020203,"privé - psg",129.269636592754,308200,2285600,"308200 2285600"
1012790,"privé - sans psg",145.199045281366,300200,2261600,"300200 2261600"
1028372,"privé - sans psg",1.58579757950552,298200,2255600,"298200 2255600"
1025425,"privé - sans psg",87.3562181145561,296200,2249600,"296200 2249600"
1004153,"privé - sans psg",201.225325817847,294200,2233600,"294200 2233600"
1027434,"privé - psg",136.344372314077,324200,2313600,"324200 2313600"
1002651,"privé - psg",165.996197574072,328200,2305600,"328200 2305600"
1029206,"privé - sans psg",90.5354566239754,332200,2297600,"332200 2297600"
1006802,"privé - sans psg",225.156210729039,326200,2269600,"326200 2269600"
1000782,"privé - sans psg",163.551279093033,320200,2241600,"320200 2241600"
1014244,"privé - psg",24.6415936237418,554200,2323600,"554200 2323600"
1025593,"privé - sans psg",173.602839351932,560200,2331600,"560200 2331600"
1011653,"privé - sans psg",254.947027489085,558200,2325600,"558200 2325600"
1001418,"privé - sans psg",247.393822708775,552200,2307600,"552200 2307600"
1006630,"publics - domaniales",228.473209394386,568200,2335600,"568200 2335600"
1004287,"privé - sans psg",87.4423733950167,566200,2329600,"566200 2329600"
1001779,"privé - psg",206.195719193741,560200,2311600,"560200 2311600"
1016121,"privé - psg",109.444341371566,558200,2305600,"558200 2305600"
1007711,"publics - domaniales",500.745622252959,570200,2331600,"570200 2331600"
1026146,"privé - sans psg",185.414550695611,562200,2307600,"562200 2307600"
1001238,"privé - psg",196.580015732935,560200,2301600,"560200 2301600"
1029274,"privé - sans psg",285.296236477677,558200,2295600,"558200 2295600"
1019450,"publics - domaniales",281.38435230271,572200,2327600,"572200 2327600"
1002286,"privé - psg",204.810341322351,566200,2309600,"566200 2309600"
1018504,"privé - psg",152.834994336211,564200,2303600,"564200 2303600"
1023516,"privé - psg",126.941755756431,562200,2297600,"562200 2297600"
1005582,"privé - psg",184.216878761677,576200,2329600,"576200 2329600"
1000070,"privé - psg",224.538986990122,582200,2337600,"582200 2337600"
1004322,"privé - psg",225.595358260525,580200,2331600,"580200 2331600"
1027078,"privé - psg",32.54585201712,576200,2319600,"576200 2319600"
1028418,"privé - psg",144.834111235934,574200,2313600,"574200 2313600"
1009923,"privé - psg",139.610396703276,572200,2307600,"572200 2307600"
1005756,"publics - domaniales",323.029218543719,584200,2333600,"584200 2333600"
1018118,"privé - psg",46.8725597843885,572200,2297600,"572200 2297600"
1027484,"privé - sans psg",196.3653851908,590200,2341600,"590200 2341600"
1006777,"publics - domaniales",297.329395502511,588200,2335600,"588200 2335600"
1009826,"publics - domaniales",251.256982148767,586200,2329600,"586200 2329600"
1015951,"privé - sans psg",387.991657080805,584200,2323600,"584200 2323600"
1028178,"privé - sans psg",91.7482828560668,578200,2305600,"578200 2305600"
1020799,"privé - psg",94.0231999731371,576200,2299600,"576200 2299600"
1019939,"publics - domaniales",439.919982316602,592200,2337600,"592200 2337600"
1016601,"privé - psg",27.2306223042481,580200,2301600,"580200 2301600"
1030221,"publics - domaniales",48.1051624493268,594200,2333600,"594200 2333600"
1031075,"publics - domaniales",221.813457137948,592200,2327600,"592200 2327600"
1025891,"privé - psg",98.6887487430594,590200,2321600,"590200 2321600"
1031136,"privé - psg",254.70023052064,586200,2309600,"586200 2309600"
1024529,"privé - psg",97.1826109211479,584200,2303600,"584200 2303600"
1015790,"privé - sans psg",228.100095678089,596200,2329600,"596200 2329600"
1000452,"privé - sans psg",62.6443104753507,594200,2323600,"594200 2323600"
1022334,"privé - sans psg",188.492619573035,588200,2305600,"588200 2305600"
1001502,"privé - psg",102.238695273593,586200,2299600,"586200 2299600"
1000466,"publics - domaniales",259.094557111656,600200,2331600,"600200 2331600"
1016717,"publics - domaniales",41.7465831634712,598200,2325600,"598200 2325600"
1004892,"privé - psg",151.87531906121,592200,2307600,"592200 2307600"
1026104,"privé - sans psg",160.477633335016,590200,2301600,"590200 2301600"
1012011,"publics - domaniales",366.223456857042,600200,2321600,"600200 2321600"
1008716,"privé - psg",75.410427177486,596200,2299600,"596200 2299600"
1029026,"privé - sans psg",113.07587196146,600200,2301600,"600200 2301600"
1011827,"privé - psg",51.7409348554172,604200,2303600,"604200 2303600"
1027823,"privé - psg",352.174506713841,600200,2291600,"600200 2291600"
1013866,"publics - domaniales",175.368773389442,614200,2313600,"614200 2313600"
1027684,"privé - sans psg",173.087364666146,612200,2307600,"612200 2307600"
1011047,"privé - sans psg",339.134359205755,610200,2301600,"610200 2301600"
1002313,"publics - domaniales",213.792003316258,616200,2309600,"616200 2309600"
1018054,"privé - psg",79.5520926706551,632200,2347600,"632200 2347600"
1003333,"publics - domaniales",156.140527823213,620200,2311600,"620200 2311600"
1005746,"privé - sans psg",136.124568727667,612200,2287600,"612200 2287600"
1016981,"publics - domaniales",228.378599703305,632200,2337600,"632200 2337600"
1006481,"publics - domaniales",206.392589415397,636200,2339600,"636200 2339600"
1014516,"privé - sans psg",149.632889345876,620200,2291600,"620200 2291600"
1002795,"privé - psg",353.029545281166,628200,2305600,"628200 2305600"
1023578,"privé - psg",388.104948082495,632200,2307600,"632200 2307600"
1022570,"privé - sans psg",239.29956676273,630200,2301600,"630200 2301600"
1026649,"privé - psg",211.972793515006,628200,2295600,"628200 2295600"
1024248,"privé - sans psg",203.605983224401,644200,2333600,"644200 2333600"
1010035,"privé - psg",271.864746717065,640200,2301600,"640200 2301600"
1007744,"privé - sans psg",160.204107623017,638200,2295600,"638200 2295600"
1025184,"privé - sans psg",251.703273334657,500200,1951600,"500200 1951600"
1003616,"privé - sans psg",322.074797406806,504200,1953600,"504200 1953600"
1003153,"privé - sans psg",4.00788515602321,502200,1947600,"502200 1947600"
1007384,"privé - sans psg",74.9652679541838,508200,1955600,"508200 1955600"
1007569,"privé - sans psg",252.708232168091,506200,1949600,"506200 1949600"
1024645,"privé - sans psg",72.967320032409,512200,1957600,"512200 1957600"
1030442,"privé - sans psg",22.4265302507598,506200,1939600,"506200 1939600"
1005814,"privé - sans psg",101.67035818225,528200,1995600,"528200 1995600"
1012545,"privé - sans psg",129.67803728692,512200,1947600,"512200 1947600"
1023511,"privé - sans psg",9.9654405621979,510200,1941600,"510200 1941600"
1029889,"privé - sans psg",166.1767042367,530200,1991600,"530200 1991600"
1010343,"privé - psg",62.6624304121054,528200,1985600,"528200 1985600"
1029712,"privé - sans psg",297.798163873322,520200,1961600,"520200 1961600"
1020993,"privé - sans psg",104.403958112209,512200,1937600,"512200 1937600"
1008238,"privé - sans psg",126.191720622841,528200,1975600,"528200 1975600"
1012767,"privé - sans psg",11.3936646191215,538200,1995600,"538200 1995600"
1029697,"privé - sans psg",20.6367872783598,522200,1947600,"522200 1947600"
1006387,"privé - sans psg",44.4990133443334,516200,1929600,"516200 1929600"
1022995,"privé - sans psg",351.926256134471,538200,1985600,"538200 1985600"
1002885,"privé - sans psg",26.9977912743907,532200,1967600,"532200 1967600"
1002376,"privé - sans psg",57.02929170742,544200,1993600,"544200 1993600"
1009068,"privé - sans psg",224.638147781533,536200,1969600,"536200 1969600"
1004991,"privé - sans psg",6.81865200129649,528200,1945600,"528200 1945600"
1005503,"privé - sans psg",33.3272687779836,524200,1933600,"524200 1933600"
1007084,"privé - sans psg",52.1874167087244,522200,1927600,"522200 1927600"
1005587,"privé - sans psg",63.1275541363094,548200,1995600,"548200 1995600"
1005284,"privé - sans psg",299.501434242722,546200,1989600,"546200 1989600"
1003448,"privé - sans psg",20.8096169037197,530200,1941600,"530200 1941600"
1001766,"privé - sans psg",172.527687031238,544200,1973600,"544200 1973600"
1013608,"privé - sans psg",5.47126278340577,532200,1937600,"532200 1937600"
1027125,"privé - sans psg",6.6457990173928,530200,1931600,"530200 1931600"
1021191,"privé - sans psg",180.877245291518,528200,1925600,"528200 1925600"
1001641,"privé - psg",26.5410075117668,554200,1973600,"554200 1973600"
1028863,"privé - sans psg",285.446031965865,560200,1981600,"560200 1981600"
1024018,"privé - sans psg",52.5953799146084,556200,1969600,"556200 1969600"
1023422,"privé - sans psg",133.257901498423,552200,1957600,"552200 1957600"
1012071,"publics - domaniales",0.668545157785129,548200,1945600,"548200 1945600"
1011318,"privé - sans psg",47.6952816853943,542200,1927600,"542200 1927600"
1026039,"publis - communales",89.1134227686219,568200,1995600,"568200 1995600"
1021927,"privé - sans psg",443.410687867605,566200,1989600,"566200 1989600"
1002186,"privé - sans psg",233.730598387302,562200,1977600,"562200 1977600"
1010375,"privé - sans psg",18.9058818726288,556200,1959600,"556200 1959600"
1015860,"privé - sans psg",55.0104540746796,552200,1947600,"552200 1947600"
1010620,"privé - sans psg",40.8103709726741,548200,1935600,"548200 1935600"
1020611,"privé - sans psg",132.339776458617,568200,1985600,"568200 1985600"
1021446,"privé - sans psg",10.0902354018482,558200,1955600,"558200 1955600"
1011802,"privé - sans psg",20.0462270002325,556200,1949600,"556200 1949600"
1014603,"privé - psg",192.149377292388,554200,1943600,"554200 1943600"
1024126,"privé - sans psg",6.64982212792401,552200,1937600,"552200 1937600"
1013803,"privé - sans psg",58.0281563943556,548200,1925600,"548200 1925600"
1008904,"privé - sans psg",353.450274454445,570200,1981600,"570200 1981600"
1025014,"privé - sans psg",36.9784634640524,556200,1939600,"556200 1939600"
1025317,"privé - sans psg",56.8020818933591,576200,1989600,"576200 1989600"
1030706,"privé - sans psg",148.507871269078,568200,1965600,"568200 1965600"
1018737,"privé - sans psg",157.04301646639,564200,1953600,"564200 1953600"
1022736,"privé - sans psg",6.39906327912809,560200,1941600,"560200 1941600"
1010215,"privé - sans psg",506.322184657812,576200,1979600,"576200 1979600"
1030240,"privé - sans psg",104.585693519505,570200,1961600,"570200 1961600"
1003384,"privé - sans psg",177.446152362649,576200,1969600,"576200 1969600"
1014278,"privé - sans psg",240.689835692629,578200,1965600,"578200 1965600"
1014963,"privé - sans psg",160.220511561592,580200,1961600,"580200 1961600"
1015698,"privé - sans psg",472.722455352919,584200,1953600,"584200 1953600"
1017669,"privé - psg",359.869532222722,410200,1931600,"410200 1931600"
1002362,"privé - sans psg",106.008040406557,416200,1929600,"416200 1929600"
1009503,"privé - psg",187.322203904402,414200,1923600,"414200 1923600"
1021584,"privé - psg",46.2823037697476,412200,1917600,"412200 1917600"
1029324,"privé - psg",77.5485226193725,410200,1911600,"410200 1911600"
1022261,"privé - sans psg",254.795706427961,420200,1931600,"420200 1931600"
1013305,"privé - psg",133.679774095872,418200,1925600,"418200 1925600"
1003905,"privé - psg",160.928644951109,416200,1909600,"416200 1909600"
1018938,"publis - communales",232.540788358919,428200,1935600,"428200 1935600"
1000641,"privé - sans psg",435.05982683822,436200,1949600,"436200 1949600"
1025867,"privé - psg",144.169745240658,426200,1919600,"426200 1919600"
1004080,"privé - sans psg",85.0747474477986,446200,1959600,"446200 1959600"
1028637,"privé - sans psg",378.569365956688,432200,1917600,"432200 1917600"
1015384,"privé - psg",136.621159859296,430200,1911600,"430200 1911600"
1009891,"privé - sans psg",268.859011451901,428200,1905600,"428200 1905600"
1003952,"privé - sans psg",151.451097277928,454200,1953600,"454200 1953600"
1009538,"privé - sans psg",231.097241485154,452200,1937600,"452200 1937600"
1007472,"privé - sans psg",170.634566942512,452200,1927600,"452200 1927600"
1028732,"privé - sans psg",63.7782343397554,456200,1919600,"456200 1919600"
1015673,"privé - sans psg",123.551340376309,478200,1965600,"478200 1965600"
1009392,"privé - sans psg",219.245735296821,474200,1953600,"474200 1953600"
1003476,"privé - sans psg",340.093461580152,472200,1947600,"472200 1947600"
1020331,"privé - sans psg",198.534138065065,462200,1917600,"462200 1917600"
1029000,"privé - sans psg",63.7461357173769,484200,1953600,"484200 1953600"
1002467,"privé - sans psg",220.432118326347,476200,1929600,"476200 1929600"
1008189,"privé - sans psg",91.3636894827915,488200,1955600,"488200 1955600"
1029634,"privé - sans psg",89.1863694974409,472200,1907600,"472200 1907600"
1027074,"privé - sans psg",161.16240761591,492200,1957600,"492200 1957600"
1029148,"privé - sans psg",74.0240998664286,476200,1909600,"476200 1909600"
1013467,"privé - sans psg",59.4008206017349,494200,1953600,"494200 1953600"
1020309,"privé - sans psg",26.178501478391,498200,1955600,"498200 1955600"
1015173,"privé - sans psg",10.1594463774707,492200,1937600,"492200 1937600"
1014744,"privé - sans psg",39.829175798982,668200,1985600,"668200 1985600"
1002456,"privé - sans psg",240.907935985109,664200,1953600,"664200 1953600"
1029993,"privé - sans psg",366.63864060614,678200,1985600,"678200 1985600"
1013681,"privé - sans psg",117.275438085744,666200,1949600,"666200 1949600"
1016024,"privé - sans psg",59.5817574241767,672200,1957600,"672200 1957600"
1013801,"privé - sans psg",440.502985014113,666200,1939600,"666200 1939600"
1023679,"privé - sans psg",32.0827300011862,682200,1977600,"682200 1977600"
1015752,"privé - sans psg",126.388554124258,680200,1971600,"680200 1971600"
1006954,"privé - sans psg",232.203126506637,676200,1959600,"676200 1959600"
1011754,"privé - sans psg",107.814301262908,674200,1953600,"674200 1953600"
1001217,"privé - sans psg",193.028109612308,684200,1973600,"684200 1973600"
1021651,"privé - psg",58.034042526961,680200,1961600,"680200 1961600"
1001970,"privé - sans psg",216.533417093624,674200,1943600,"674200 1943600"
1013829,"privé - sans psg",38.7079877122763,672200,1937600,"672200 1937600"
1003594,"privé - sans psg",1.85602256206562,682200,1957600,"682200 1957600"
1027439,"publis - communales",114.625511008245,692200,1977600,"692200 1977600"
1007672,"privé - sans psg",46.5353984411286,688200,1965600,"688200 1965600"
1017162,"privé - sans psg",219.085542511189,686200,1959600,"686200 1959600"
1005338,"privé - sans psg",88.9342229634792,672200,1917600,"672200 1917600"
1029254,"privé - sans psg",155.114199493954,696200,1979600,"696200 1979600"
1009762,"privé - sans psg",80.8237091187932,692200,1967600,"692200 1967600"
1004485,"publis - communales",330.694797661312,686200,1949600,"686200 1949600"
1030300,"privé - sans psg",173.123017756074,696200,1969600,"696200 1969600"
1013215,"privé - sans psg",60.432966831949,688200,1945600,"688200 1945600"
1028734,"privé - sans psg",10.1737115564469,682200,1927600,"682200 1927600"
1025776,"privé - sans psg",35.7322565177065,678200,1915600,"678200 1915600"
1023141,"privé - sans psg",7.39757580590737,696200,1959600,"696200 1959600"
1024502,"privé - sans psg",67.2949601994436,694200,1953600,"694200 1953600"
1007844,"privé - sans psg",42.0065167601029,706200,1979600,"706200 1979600"
1021940,"publics - domaniales",72.0522704764763,700200,1961600,"700200 1961600"
1016644,"privé - sans psg",20.3555484276247,698200,1955600,"698200 1955600"
1014374,"privé - sans psg",29.3311848256764,696200,1949600,"696200 1949600"
1020334,"privé - sans psg",72.9299186157548,694200,1943600,"694200 1943600"
1010905,"privé - sans psg",36.0014148738001,686200,1919600,"686200 1919600"
1018904,"privé - sans psg",67.4554612465863,706200,1969600,"706200 1969600"
1001999,"publis - communales",84.1851683792733,702200,1957600,"702200 1957600"
1019742,"privé - sans psg",22.5713332416048,700200,1951600,"700200 1951600"
1008148,"privé - sans psg",103.418480928818,712200,1977600,"712200 1977600"
1017627,"privé - sans psg",196.915613784388,702200,1947600,"702200 1947600"
1006190,"privé - psg",217.088954779541,700200,1941600,"700200 1941600"
1030270,"privé - sans psg",43.5644358862178,698200,1935600,"698200 1935600"
1001833,"publics - domaniales",284.60403277206,688200,1905600,"688200 1905600"
1026736,"privé - sans psg",214.800913114169,714200,1973600,"714200 1973600"
1018639,"privé - sans psg",174.291128304812,712200,1967600,"712200 1967600"
1020954,"privé - sans psg",33.1456855937426,710200,1961600,"710200 1961600"
1011373,"privé - sans psg",190.80019803482,708200,1945600,"708200 1945600"
1008583,"privé - sans psg",59.6519786341017,696200,1909600,"696200 1909600"
1007717,"privé - sans psg",423.288829303088,720200,1971600,"720200 1971600"
1016801,"publis - communales",260.275744673665,718200,1965600,"718200 1965600"
1005065,"publis - communales",232.271595305336,716200,1959600,"716200 1959600"
1001777,"publis - communales",25.1049697358721,720200,1961600,"720200 1961600"
1021778,"publis - communales",275.214556290093,716200,1949600,"716200 1949600"
1008684,"privé - psg",328.231012635866,706200,1919600,"706200 1919600"
1028062,"privé - sans psg",127.868962840866,704200,1913600,"704200 1913600"
1023960,"privé - sans psg",257.678227350062,722200,1957600,"722200 1957600"
1002700,"publis - communales",252.912569262584,718200,1945600,"718200 1945600"
1023819,"privé - sans psg",79.7171819487574,724200,1953600,"724200 1953600"
1007715,"privé - sans psg",133.088450586108,722200,1947600,"722200 1947600"
1027854,"publics - domaniales",141.950377602044,712200,1917600,"712200 1917600"
1015600,"privé - sans psg",143.985272264693,710200,1911600,"710200 1911600"
1016511,"privé - psg",281.238988503107,724200,1943600,"724200 1943600"
1001430,"privé - sans psg",273.444681338744,728200,1945600,"728200 1945600"
1008671,"publics - domaniales",103.267849380112,724200,1933600,"724200 1933600"
1019951,"privé - sans psg",200.488319484827,720200,1921600,"720200 1921600"
1015859,"publics - domaniales",18.0828845304602,716200,1909600,"716200 1909600"
1000779,"privé - sans psg",193.370668683999,728200,1925600,"728200 1925600"
1025111,"privé - sans psg",93.8211850542581,724200,1913600,"724200 1913600"
1006127,"privé - sans psg",7.32643938810177,722200,1907600,"722200 1907600"
1001934,"privé - psg",276.888102363096,332200,2317600,"332200 2317600"
1013969,"privé - sans psg",28.4099846003882,340200,2301600,"340200 2301600"
1023715,"privé - psg",205.100380942076,346200,2309600,"346200 2309600"
1001793,"privé - sans psg",111.093186567459,342200,2257600,"342200 2257600"
1015494,"privé - sans psg",22.7813980792326,344200,2253600,"344200 2253600"
1015102,"privé - sans psg",43.1080089429706,362200,2277600,"362200 2277600"
1022074,"privé - sans psg",59.6388910370241,352200,2237600,"352200 2237600"
1018242,"privé - psg",39.0539205435942,368200,2275600,"368200 2275600"
1009384,"privé - sans psg",45.2224654677756,380200,2301600,"380200 2301600"
1015332,"privé - sans psg",352.387387224186,372200,2277600,"372200 2277600"
1013556,"privé - sans psg",136.930796423035,386200,2309600,"386200 2309600"
1020559,"privé - psg",146.411300584896,380200,2261600,"380200 2261600"
1015651,"privé - sans psg",130.640853433393,394200,2293600,"394200 2293600"
1001855,"privé - sans psg",132.636217750475,376200,2239600,"376200 2239600"
1006670,"privé - sans psg",162.403262404571,396200,2289600,"396200 2289600"
1002098,"privé - psg",133.784200984427,386200,2259600,"386200 2259600"
1011877,"privé - sans psg",455.271429909334,398200,2285600,"398200 2285600"
1004025,"privé - sans psg",6.35440316380588,392200,2267600,"392200 2267600"
1029013,"privé - sans psg",11.8564786407445,404200,2293600,"404200 2293600"
1010737,"privé - sans psg",278.194041034544,392200,2257600,"392200 2257600"
1011125,"privé - sans psg",331.894907081139,406200,2289600,"406200 2289600"
1002251,"privé - psg",71.8184017169187,404200,2283600,"404200 2283600"
1008198,"privé - sans psg",61.1973988180064,402200,2267600,"402200 2267600"
1022395,"publics - domaniales",66.7042001748127,402200,2257600,"402200 2257600"
1024006,"privé - sans psg",384.073822826507,420200,2291600,"420200 2291600"
