"idp","pro_psg","ser_86","biom"
1007413,"publis - communales","C20",199.547830638172
1024981,"privé - sans psg","C20",3.95776382919518
1003528,"privé - psg","C20",232.267855178096
1004972,"privé - psg","C20",139.312381014586
1004682,"publics - domaniales","C20",8.00995968737377
1023761,"privé - psg","C20",91.9039573018672
1000741,"publis - communales","C20",155.175533289046
1016209,"privé - psg","C20",57.7014946147853
1012587,"privé - psg","C20",257.38659331651
1028349,"privé - psg","C20",204.985182364702
1026301,"privé - psg","C20",167.25200130531
1000023,"privé - psg","C20",57.7031314448256
1009668,"privé - sans psg","C20",52.0093796526675
1020616,"publis - communales","C20",60.9817159490276
1018110,"privé - psg","C20",218.588750978617
1006864,"privé - sans psg","C51",258.338471096203
1000213,"privé - sans psg","C51",38.7873179077279
1027503,"publis - communales","C51",278.305746663948
1030552,"privé - psg","C20",262.896215173945
1025520,"privé - sans psg","C20",136.077501123888
1009265,"privé - psg","C51",161.774186759468
1013121,"publics - domaniales","C51",458.620625832528
1010480,"publis - communales","C20",354.780353040996
1023228,"publis - communales","C51",134.605916395328
1007455,"publics - domaniales","C51",281.840904196755
1007368,"publics - domaniales","C51",476.832376390486
1015789,"publics - domaniales","C51",624.649395808156
1007171,"privé - psg","C51",421.769001799121
1006655,"publis - communales","C51",333.934101515747
1024429,"privé - psg","C51",142.830743996887
1006232,"publis - communales","C20",435.613326048643
1008802,"privé - psg","C51",228.257939155688
1029044,"publis - communales","C20",227.671566160848
1030656,"publics - domaniales","C51",306.198276825132
1022189,"publics - domaniales","C51",288.388491574787
1002695,"privé - psg","C51",393.831062449923
1014715,"privé - psg","C51",107.644496618119
1029604,"privé - psg","C51",294.572169679161
1027964,"privé - sans psg","C51",349.078856885394
1030678,"privé - sans psg","C51",41.429045369572
1009213,"privé - sans psg","C51",126.956963091615
1002788,"privé - sans psg","C51",394.106695776332
1010036,"publis - communales","C51",121.887652265124
1019693,"privé - sans psg","A11",335.458074827941
1003358,"privé - sans psg","A11",146.434184533627
1020669,"privé - psg","A11",147.788421181916
1011489,"privé - psg","A11",353.704024576809
1023756,"privé - sans psg","A11",99.7675001941569
1020054,"privé - sans psg","A12",213.466487678415
1029554,"privé - sans psg","A11",2.51728211765423
1009787,"privé - psg","A11",391.313501666058
1009009,"privé - sans psg","A11",388.975966722444
1023954,"privé - sans psg","A11",403.850170068504
1014500,"privé - sans psg","A11",4.73283795362613
1030538,"privé - sans psg","A11",137.466574586917
1021671,"privé - sans psg","A12",386.031041208497
1014895,"privé - sans psg","A11",165.692829777085
1022918,"privé - sans psg","A11",213.991772313505
1027845,"privé - sans psg","A11",149.282880921382
1022920,"privé - sans psg","A12",166.390058216201
1000662,"privé - psg","A12",80.8861886161542
1012720,"privé - sans psg","A11",70.4886169879046
1000793,"privé - sans psg","A11",122.177618712802
1012507,"privé - sans psg","A11",250.854368141142
1010540,"privé - psg","A11",88.3180591781146
1013729,"privé - psg","A11",39.6379341091532
1003981,"privé - psg","A12",70.9648987907146
1002583,"privé - psg","A11",135.27019945236
1006873,"privé - psg","A11",51.0610765103688
1000192,"privé - sans psg","A12",41.3312047302671
1028269,"privé - sans psg","A11",252.8711247376
1013654,"privé - sans psg","A12",367.256121958972
1012001,"privé - sans psg","A12",414.090405935629
1011588,"privé - sans psg","A12",296.277117651019
1005097,"privé - psg","A12",353.869459866662
1018158,"privé - sans psg","A12",557.934329512551
1028522,"privé - sans psg","A12",209.899415390293
1010209,"privé - sans psg","A12",284.579969682272
1003196,"publics - domaniales","A12",355.287322587396
1005539,"privé - sans psg","G12",24.6950434837221
1003278,"privé - sans psg","G12",99.1460251135443
1017451,"publis - communales","G13",153.612970713096
1017947,"privé - sans psg","G13",31.3497692032541
1012744,"privé - sans psg","G13",480.213109200283
1017977,"privé - sans psg","G11",329.220621767303
1021803,"privé - sans psg","G11",334.788725223171
1001042,"privé - sans psg","G12",518.408470923922
1013555,"privé - sans psg","G13",222.719537472516
1024856,"publics - domaniales","G13",15.1912236581859
1015194,"privé - sans psg","G12",247.168958246109
1007839,"privé - sans psg","G13",359.609575378579
1003819,"privé - psg","G11",26.995120586774
1027094,"privé - sans psg","G12",319.508440618232
1004884,"privé - sans psg","G13",126.732573001873
1001985,"privé - sans psg","G13",247.378994566778
1009267,"privé - sans psg","G11",50.6126133971984
1021202,"privé - sans psg","G12",694.645020646854
1016913,"privé - sans psg","G12",267.313681297257
1017112,"privé - sans psg","G13",198.797917875755
1007051,"privé - sans psg","G11",345.626854558176
1026743,"privé - sans psg","G13",32.8261493637643
1005324,"privé - sans psg","G12",245.143357460627
1016184,"privé - sans psg","G13",128.84138826417
1019748,"privé - sans psg","G13",16.8686759216795
1030597,"privé - sans psg","G12",188.888628865086
1030696,"privé - psg","G13",183.169697638682
1030200,"privé - sans psg","G13",832.229443836732
1029896,"publis - communales","G21",152.770146149087
1005630,"privé - sans psg","G21",212.643323803272
1020549,"privé - sans psg","G13",201.569103406918
1014606,"privé - psg","G13",477.467613040674
1008121,"privé - sans psg","G12",67.4540307413898
1001401,"privé - psg","G13",245.95859895265
1025057,"privé - sans psg","G21",229.761298177652
1005820,"privé - psg","G21",114.144580473199
1006358,"privé - sans psg","G12",318.068580719737
1025521,"privé - sans psg","G21",240.709063408068
1022726,"privé - sans psg","G13",363.287607012278
1020872,"privé - sans psg","G13",332.287328390162
1017385,"privé - sans psg","G21",69.3887590547887
1001953,"privé - sans psg","G13",226.783094261447
1016572,"privé - sans psg","G12",153.729407169249
1025875,"privé - sans psg","G13",181.491713278768
1022555,"privé - sans psg","G21",252.258633799103
1028832,"privé - sans psg","G13",289.797630649386
1006390,"publis - communales","G13",61.7727793781266
1024621,"privé - sans psg","G13",86.0935588319982
1030486,"privé - sans psg","G21",230.261024911604
1005185,"privé - sans psg","G21",221.737345633605
1020056,"privé - sans psg","G13",29.4231695379963
1014490,"privé - sans psg","G13",327.295435139993
1018436,"privé - sans psg","G13",29.664955729801
1010219,"privé - sans psg","G21",229.404140129372
1020626,"privé - sans psg","G12",237.754998668534
1001639,"privé - sans psg","G13",191.762244943321
1004225,"privé - sans psg","G12",268.664927626889
1005797,"publis - communales","G21",104.795001750067
1009344,"privé - sans psg","G13",387.403898014369
1019252,"privé - sans psg","G13",105.906800872393
1021841,"privé - sans psg","G13",482.313978586016
1011308,"privé - sans psg","F23",83.6720210322174
1013574,"privé - psg","F23",67.5861478946031
1009864,"privé - psg","F23",150.851323577277
1001097,"privé - sans psg","F23",23.0772761602578
1006001,"privé - sans psg","F23",184.306161912771
1016257,"privé - sans psg","F23",113.681079193052
1011491,"privé - sans psg","F23",36.5464892758683
1000853,"privé - sans psg","F23",299.007958637355
1010648,"privé - psg","F23",19.2815609999807
1019843,"privé - sans psg","F23",44.5390268382483
1001666,"privé - sans psg","F15",1.28008888481735
1012945,"privé - sans psg","F23",499.18345433123
1006634,"privé - sans psg","F23",103.412347629183
1016418,"privé - sans psg","F15",39.1494959882012
1004909,"privé - sans psg","F23",262.164970536973
1027502,"privé - sans psg","F23",109.099510479621
1012956,"privé - sans psg","F15",70.8543109118918
1012578,"privé - sans psg","F14",508.638171400332
1012179,"privé - sans psg","F23",67.4376296125946
1008925,"privé - sans psg","F23",149.998038164813
1000272,"privé - sans psg","F23",149.698763058757
1011520,"privé - sans psg","F15",383.3165982369
1030849,"privé - sans psg","F15",60.9652405212886
1004167,"privé - psg","F23",36.9062250697346
1008540,"privé - sans psg","F23",172.827350841595
1017403,"privé - sans psg","F23",161.916629383221
1011389,"privé - psg","F23",37.3297710520387
1005686,"privé - psg","F23",65.232084437581
1028818,"privé - sans psg","F23",119.999163307868
1015008,"privé - sans psg","F23",184.22649647107
1030060,"privé - sans psg","G11",125.821190997015
1008004,"privé - sans psg","F15",35.1509670366241
1013609,"privé - sans psg","F15",29.0311081102777
1026748,"privé - sans psg","F23",122.195683047089
1007385,"privé - sans psg","F15",479.409776695635
1028424,"privé - sans psg","F23",170.378222247676
1008707,"privé - sans psg","F23",249.478690057697
1011916,"privé - sans psg","F23",295.02473325922
1009524,"privé - sans psg","F30",302.263417823394
1028305,"privé - sans psg","G11",111.261538602074
1006139,"privé - sans psg","F15",264.538529386568
1024067,"privé - sans psg","F15",216.853557469569
1007183,"privé - sans psg","F23",143.132810862094
1001594,"privé - sans psg","G11",58.237032820018
1020035,"privé - psg","G11",79.80303641872
1024842,"privé - psg","F15",189.297780318382
1007192,"privé - sans psg","F15",326.005831610077
1014736,"privé - sans psg","F15",145.520054672222
1016204,"privé - sans psg","F15",119.956544562465
1023360,"privé - sans psg","F15",390.251705619924
1028075,"privé - sans psg","F23",228.662126512298
1018997,"privé - psg","G11",49.8220057734911
1030557,"privé - sans psg","F15",201.162970290819
1026889,"privé - sans psg","F15",351.655565368232
1028614,"privé - sans psg","F15",2.26616239277606
1026337,"privé - sans psg","F23",214.13089448917
1015564,"privé - sans psg","F23",252.965608260284
1009492,"privé - sans psg","F30",408.582117053886
1005159,"privé - sans psg","F30",164.757865651329
1020869,"privé - sans psg","F15",230.764623235396
1017323,"privé - sans psg","F15",107.477608590751
1013677,"privé - sans psg","F15",179.660622783548
1027134,"privé - sans psg","F15",26.6694254485126
1017041,"privé - sans psg","F30",53.9338855475235
1008849,"privé - sans psg","F15",11.5925431720685
1021111,"privé - sans psg","F15",55.4607632574776
1007756,"privé - sans psg","F15",442.508722238574
1010883,"privé - sans psg","F15",58.5629825933445
1031018,"privé - psg","F15",77.222234454299
1011627,"privé - sans psg","F15",163.421209959296
1000540,"privé - psg","F15",144.574694590778
1008675,"privé - sans psg","F15",121.833136516658
1028431,"privé - sans psg","F15",52.5108293970867
1014134,"privé - sans psg","G11",212.905698452008
1000201,"privé - sans psg","F40",249.19844834452
1029880,"privé - sans psg","F15",203.460307319004
1019114,"privé - psg","F15",86.1098976523919
1030430,"privé - sans psg","F15",49.3925367149705
1024184,"privé - sans psg","F15",337.062239072746
1001674,"privé - psg","G11",171.361515229468
1018117,"privé - sans psg","G11",234.016723944563
1016918,"privé - sans psg","F40",44.5059081841532
1031401,"privé - sans psg","F40",192.797404407299
1003286,"privé - sans psg","F15",127.577149705617
1026376,"privé - sans psg","F15",227.095115997494
1029322,"privé - sans psg","F15",287.409506075381
1025526,"privé - psg","G11",74.8678304433814
1014277,"privé - psg","F15",1.67450633371459
1016773,"privé - psg","F15",110.444962942308
1004953,"privé - sans psg","F15",311.92161419104
1021424,"privé - sans psg","F15",504.814294776648
1020806,"privé - sans psg","G11",51.4366431069464
1018079,"privé - sans psg","F40",132.064205637857
1028019,"privé - sans psg","F15",115.500197644
1012710,"privé - sans psg","F15",62.3197846408739
1026681,"privé - sans psg","G11",704.259055558119
1000377,"privé - sans psg","F40",63.8189619285511
1023841,"privé - psg","F15",224.883729096973
1002941,"privé - sans psg","F15",41.2576651062364
1016263,"privé - sans psg","F15",63.0793194622491
1019166,"privé - sans psg","F15",98.6534915057574
1006898,"privé - sans psg","F30",66.7594769917439
1014976,"privé - sans psg","F40",242.90132273409
1012738,"privé - sans psg","F15",65.136475085748
1031374,"privé - sans psg","F15",127.196741601566
1025926,"privé - sans psg","F15",168.84798940991
1011611,"privé - sans psg","G11",202.572350387249
1001625,"privé - sans psg","F15",150.787432000813
1015715,"privé - sans psg","F15",292.634442245639
1021494,"privé - sans psg","F15",69.8004834823249
1027247,"privé - sans psg","F15",70.9996825334736
1028053,"privé - sans psg","F15",165.148556618222
1023057,"privé - sans psg","F15",140.525974543916
1007753,"privé - sans psg","G11",47.5099302420162
1012645,"privé - sans psg","F15",103.917930556615
1001950,"privé - sans psg","F15",231.754223839055
1016065,"privé - psg","F15",210.666610668357
1001205,"privé - sans psg","G11",5.08782446927474
1022352,"privé - sans psg","F15",496.591230790786
1006082,"privé - sans psg","F15",209.528630297563
1021628,"privé - sans psg","F15",91.7401644352833
1020793,"privé - sans psg","F15",418.439853601632
1026249,"privé - sans psg","G11",630.591819323375
1001633,"privé - sans psg","G11",4.4865800218577
1024084,"privé - sans psg","F15",176.364668114972
1015037,"privé - sans psg","F15",103.539077537161
1028077,"privé - sans psg","F15",56.0649911488119
1002079,"privé - sans psg","F15",106.287409782929
1018346,"privé - sans psg","F15",127.617062663246
1016702,"privé - sans psg","F15",158.774694510961
1010878,"privé - sans psg","F40",22.8748637761874
1010597,"privé - psg","F15",182.13203139602
1006291,"privé - sans psg","F15",259.649806892911
1024530,"privé - sans psg","F15",270.47667886852
1027857,"privé - sans psg","F40",15.7953841715856
1022730,"privé - sans psg","F15",463.384959174182
1020252,"privé - sans psg","F40",199.357038419735
1030110,"privé - sans psg","F15",325.907779588264
1000751,"privé - sans psg","F40",172.954342132393
1005362,"privé - sans psg","F15",157.751216313509
1011894,"privé - sans psg","F40",160.816051346881
1025892,"privé - sans psg","F40",64.5705318427015
1000919,"publis - communales","C20",351.436634177973
1006105,"publis - communales","C20",473.704355744068
1016393,"publis - communales","E10",275.537965860137
1024668,"publis - communales","E10",392.060980648756
1008150,"publis - communales","C20",178.775960594741
1029483,"publis - communales","E10",229.645322403829
1016240,"publis - communales","C20",226.525397145938
1017960,"publis - communales","E10",94.9915158347772
1013525,"publis - communales","C51",405.703671674929
1014333,"publis - communales","E10",290.084048883112
1031301,"publis - communales","C51",207.692425676963
1010659,"publis - communales","C20",93.9440325742095
1000894,"privé - sans psg","C20",309.354309882639
1023100,"privé - sans psg","E10",259.120230888409
1010763,"publis - communales","E10",323.519613425541
1022122,"publics - domaniales","E20",434.435468705866
1030742,"privé - sans psg","C51",558.788011077513
1001494,"publis - communales","C20",233.130719426939
1000033,"privé - psg","E10",263.145050847929
1012725,"privé - sans psg","E10",198.692816011846
1025136,"privé - sans psg","E20",237.607616485362
1028779,"privé - sans psg","E20",173.295558130283
1001044,"privé - sans psg","C20",58.7493645917512
1000074,"privé - psg","E10",137.201481487014
1028746,"privé - sans psg","E10",221.545512477089
1024249,"publis - communales","E10",265.611517871674
1023341,"publis - communales","E20",88.4980269914683
1022843,"publis - communales","C20",218.581852065662
1013938,"publis - communales","C20",66.0253503410298
1021087,"publis - communales","E10",230.055343624573
1011770,"privé - sans psg","E10",252.190397263081
1001447,"privé - sans psg","E10",234.375116459189
1029018,"publis - communales","E20",252.039546370513
1028063,"privé - sans psg","E20",184.467421966461
1002878,"publis - communales","C20",305.87378805972
1028900,"publis - communales","E10",185.140780978662
1002144,"privé - sans psg","E10",299.251564651309
1010521,"publics - domaniales","E10",294.157804801195
1011557,"privé - sans psg","E20",243.039015513653
1030783,"publis - communales","C20",331.360786924262
1027688,"publis - communales","E10",349.678953600143
1015797,"publis - communales","E20",113.579231807341
1001888,"privé - psg","E20",288.242552018948
1026232,"publis - communales","E10",256.632616814019
1013836,"privé - sans psg","E10",271.819035556168
1027082,"privé - sans psg","E20",62.774756416847
1029047,"privé - sans psg","E20",122.021188112015
1015887,"privé - psg","E20",212.426456164036
1028542,"publis - communales","C20",293.230056040994
1022486,"publis - communales","C20",117.838433884821
1022600,"privé - sans psg","E10",391.527512802804
1019613,"privé - sans psg","E10",144.493203230931
1009240,"publics - domaniales","E20",171.799860824692
1001475,"privé - psg","E20",239.72871069448
1009354,"publics - domaniales","E20",185.315206120139
1006858,"publis - communales","C20",341.871428630805
1010587,"publis - communales","E10",110.329131910496
1027804,"publis - communales","E20",178.224710889555
1018982,"publis - communales","E20",12.1014558666905
1028371,"privé - sans psg","E20",485.132275814501
1030994,"publis - communales","E20",376.078511401433
1004436,"privé - sans psg","E20",258.498061519735
1012310,"privé - sans psg","E20",154.191925545023
1015586,"publis - communales","C20",211.165806717437
1005148,"publis - communales","E20",237.091616474519
1018731,"privé - psg","C42",433.915666862302
1020019,"publis - communales","E10",394.160825459494
1023261,"publis - communales","E10",317.919848854356
1011291,"publis - communales","E20",248.799195941416
1012582,"publis - communales","E20",209.901038383845
1024740,"publis - communales","C42",264.975723094277
1000622,"publis - communales","E10",215.770686479499
1006418,"publis - communales","E10",292.455343165605
1016501,"privé - sans psg","E20",168.113283423544
1019475,"privé - sans psg","E20",111.622408404572
1012777,"privé - sans psg","E20",492.924119539395
1005879,"privé - sans psg","E20",289.313722204396
1008866,"privé - sans psg","C52",251.408340533401
1030498,"privé - sans psg","C52",225.447063393051
1011313,"privé - sans psg","C52",144.437055234494
1013059,"privé - sans psg","C52",21.8309748993191
1030613,"privé - sans psg","C52",35.47497370847
1021312,"privé - sans psg","J22",110.44907520837
1010981,"privé - sans psg","J40",142.986309525599
1007911,"privé - sans psg","C52",147.750679112381
1026940,"publis - communales","J22",81.6631490490968
1018754,"privé - sans psg","J22",167.525457665349
1000916,"privé - psg","J22",107.507935557863
1030238,"privé - sans psg","J40",113.317295765861
1017386,"privé - sans psg","J22",63.8513861858796
1013774,"publis - communales","J22",211.269293146461
1005584,"privé - sans psg","J22",102.328959350049
1004690,"privé - sans psg","J40",110.389389218215
1001047,"privé - psg","J22",190.146350719252
1015843,"privé - sans psg","H10",3.79755481158669
1010134,"privé - sans psg","H10",104.080038499823
1008891,"privé - sans psg","H30",41.815378881077
1004344,"publis - communales","J22",85.6917088914673
1029199,"privé - sans psg","J22",49.348486738622
1011832,"privé - sans psg","J40",327.462338437118
1028692,"privé - sans psg","H10",1.18442585032146
1028020,"privé - sans psg","J22",8.41147773637011
1008047,"privé - sans psg","H10",87.2580958767042
1022323,"publics - domaniales","H10",186.638963361826
1004596,"privé - sans psg","H30",73.0156736400448
1001131,"privé - sans psg","H30",90.2937163609578
1005094,"privé - sans psg","H30",85.6749908763455
1016488,"privé - sans psg","H30",104.284239098916
1009814,"privé - sans psg","H30",302.209972401972
1007618,"privé - sans psg","J22",3.41428747007996
1004568,"privé - sans psg","J22",15.8873370021795
1017088,"privé - psg","H30",111.133447671695
1023635,"privé - sans psg","J40",47.4150391769338
1015012,"privé - sans psg","J40",262.005841263709
1014377,"publis - communales","H10",228.87526720034
1031390,"publis - communales","H10",192.643999637908
1026806,"publics - domaniales","H30",192.859104367706
1022101,"publics - domaniales","H30",79.1269742182377
1016574,"privé - sans psg","H30",85.7338252022868
1025904,"privé - sans psg","H30",405.613783749389
1000089,"privé - sans psg","H30",178.071713277153
1002218,"privé - sans psg","H30",98.395962139264
1020739,"privé - sans psg","H30",70.6770923690104
1021046,"privé - sans psg","H30",13.1614900962336
1005304,"publics - domaniales","H30",84.4870909456704
1004769,"privé - sans psg","H30",60.4666852183264
1017135,"privé - sans psg","H30",33.1500441543304
1027499,"privé - sans psg","J40",172.352914991042
1018944,"privé - sans psg","J40",95.6130942385158
1028385,"privé - sans psg","H10",131.969102551701
1007076,"privé - sans psg","H30",282.825334021699
1018638,"publis - communales","H30",120.302018719812
1030420,"privé - sans psg","H30",19.5692126235856
1021236,"publis - communales","H30",85.2827761776142
1017888,"publics - domaniales","H30",83.551907839125
1020293,"privé - sans psg","H30",77.7404836963603
1008424,"publis - communales","H30",139.480606688383
1022616,"privé - sans psg","H30",29.5171175393847
1026093,"privé - sans psg","H30",98.7866910472659
1029280,"publis - communales","H30",151.36641275991
1003248,"publis - communales","H30",218.560111839575
1023380,"publics - domaniales","H30",8.47723628780429
1019001,"privé - sans psg","H30",18.0170211659936
1022417,"privé - sans psg","H30",115.503127688479
1028458,"publics - domaniales","H30",172.226798047719
1005417,"publis - communales","H30",1.54238408615226
1012333,"privé - sans psg","H30",109.879103999931
1026687,"privé - sans psg","H30",54.4441413522084
1016695,"publics - domaniales","H30",13.0134185546498
1014257,"privé - sans psg","H30",38.9606778320351
1013547,"privé - sans psg","H30",71.9425566447378
1000602,"publis - communales","H30",111.347753044485
1030671,"privé - sans psg","B31",125.016378912637
1023270,"publis - communales","B31",154.015764599355
1020373,"privé - psg","B32",13.7908871963977
1012273,"privé - sans psg","B31",46.0228766009219
1005549,"privé - sans psg","B31",157.173083531673
1018023,"publics - domaniales","B32",102.1176122235
1000790,"privé - psg","B32",43.6810930291457
1001818,"privé - sans psg","B32",248.577220133836
1002765,"privé - sans psg","B32",133.974614131528
1028932,"privé - psg","B32",110.289917850538
1014959,"privé - sans psg","B32",162.352924087428
1013226,"privé - psg","B32",317.127709255461
1014322,"privé - psg","B32",314.976521866631
1014876,"privé - psg","B32",221.817370323031
1015226,"publis - communales","B32",224.314139944483
1002713,"privé - psg","B32",182.365290328018
1014221,"privé - psg","B32",40.3544677478541
1017190,"publics - domaniales","B32",215.285980648558
1016671,"privé - psg","B32",196.824629912531
1009652,"privé - psg","B32",29.5096576238589
1016806,"privé - sans psg","B32",50.3890671158111
1023794,"publics - domaniales","B32",106.426226135193
1006222,"privé - psg","B32",23.5128093640237
1029237,"publics - domaniales","B32",118.911233914532
1017292,"privé - psg","B32",49.6515397555653
1026451,"privé - psg","B32",203.040408743252
1004876,"privé - psg","B32",336.885498799648
1012151,"privé - sans psg","B32",74.6082431828036
1011837,"privé - psg","B32",126.605067063247
1004523,"publis - communales","B32",159.416354765809
1015380,"privé - psg","B32",190.902350135541
1028045,"privé - sans psg","B32",47.1433305791682
1014821,"privé - sans psg","B10",221.883162001479
1020514,"publics - domaniales","B10",397.99829562103
1002205,"publics - domaniales","B10",118.986571194803
1021699,"privé - sans psg","B32",68.7580462377477
1000586,"privé - psg","B32",207.618598315097
1002781,"privé - psg","B32",236.179882038895
1000029,"privé - psg","B32",146.237614329836
1001750,"privé - sans psg","B32",372.287921593151
1006096,"privé - sans psg","B32",52.9446106061364
1027183,"privé - psg","B32",663.881544623841
1027167,"privé - sans psg","B32",242.711009825562
1017378,"privé - psg","B32",73.128566036344
1001187,"privé - psg","B32",165.883544791577
1004864,"privé - sans psg","B32",172.087465819569
1031281,"privé - sans psg","B32",138.767402273733
1020159,"privé - psg","B32",246.632251427015
1002617,"privé - psg","B32",426.693684710282
1026667,"privé - psg","B32",82.734302782214
1006962,"privé - psg","B32",246.219216295616
1009019,"privé - sans psg","B32",194.43285782572
1013962,"privé - psg","B32",196.572373822939
1008132,"privé - psg","B32",81.7275030738124
1023537,"privé - psg","B33",133.31037436478
1025149,"privé - psg","B33",241.774946143038
1024122,"privé - psg","B32",157.410938879031
1028875,"privé - psg","B33",219.634801108728
1001134,"publics - domaniales","B33",10.4451412989474
1031249,"privé - psg","B32",207.506301450708
1001580,"privé - sans psg","B33",370.58073834436
1022239,"privé - sans psg","B32",385.820824512281
1011018,"privé - psg","B33",253.986778644337
1023445,"privé - sans psg","B33",220.944938414495
1002730,"publics - domaniales","B32",264.86839588621
1015805,"privé - psg","B33",233.436844149588
1012944,"publics - domaniales","B33",256.551608093906
1009067,"privé - psg","B33",462.562395042508
1016151,"publics - domaniales","B32",128.684108783431
1003087,"privé - psg","B33",257.375159259097
1012705,"publics - domaniales","B32",218.670080722372
1026081,"privé - sans psg","B32",89.1475701206662
1018414,"privé - sans psg","B33",210.510665130317
1002532,"privé - psg","B33",192.13674087661
1031116,"privé - psg","B32",223.140092409845
1000834,"privé - sans psg","B32",164.059037729038
1009152,"privé - sans psg","B44",169.774328264849
1027926,"privé - sans psg","B33",248.781899161495
1002180,"privé - sans psg","B44",174.435363923059
1022483,"privé - psg","B44",200.356577583859
1008784,"publis - communales","B33",217.749366360206
1030129,"privé - sans psg","B44",203.040128525091
1023051,"privé - psg","B44",690.206103792626
1014730,"privé - sans psg","B41",292.171794237311
1015784,"privé - psg","B44",66.7820073153348
1022738,"privé - sans psg","B44",174.705515657207
1006165,"privé - sans psg","B44",74.9965449825998
1011529,"privé - psg","B33",179.760395562009
1007308,"privé - sans psg","B44",212.106438677134
1016397,"privé - sans psg","B44",163.455808968292
1027342,"privé - sans psg","A11",305.621666771421
1003505,"privé - sans psg","A11",40.7780147772838
1010477,"privé - sans psg","A11",64.651088486221
1020442,"privé - sans psg","A11",120.487525320399
1025878,"privé - sans psg","A11",273.416469899422
1029268,"privé - sans psg","A11",130.964618065643
1023400,"privé - sans psg","A11",189.031602652136
1005384,"privé - sans psg","A11",17.8914874506807
1025490,"privé - sans psg","A11",72.6658161982803
1015027,"privé - sans psg","A11",29.4202910109558
1008536,"privé - sans psg","A11",136.136981585094
1017824,"privé - sans psg","A11",33.2474562814683
1010894,"privé - sans psg","A11",79.8851661938029
1031264,"privé - sans psg","A11",263.921331061175
1005917,"privé - sans psg","A11",223.589820841177
1001090,"privé - sans psg","A11",42.2607555185776
1007610,"privé - sans psg","A11",198.001608577457
1022690,"privé - sans psg","A11",398.496421296708
1020986,"privé - sans psg","A11",23.8542105176524
1007122,"publics - domaniales","A11",164.664683458033
1017798,"privé - sans psg","A11",174.911425205588
1026727,"privé - sans psg","A11",133.401365481949
1027377,"privé - sans psg","A11",11.3956854341576
1025063,"publics - domaniales","A11",208.223910623022
1010395,"privé - sans psg","A11",34.8033206462697
1000785,"privé - psg","A11",65.7311093818022
1031232,"privé - sans psg","A11",197.194438182959
1011144,"privé - sans psg","A11",383.763908907888
1002436,"publics - domaniales","A11",198.884826453957
1004432,"privé - sans psg","K11",58.7072217617699
1018899,"privé - sans psg","K11",2.04117037434034
1011908,"privé - sans psg","K12",54.8682070950604
1025075,"privé - sans psg","K11",35.3158248037556
1018424,"privé - sans psg","K11",8.24285472920717
1004978,"privé - sans psg","K12",232.521809232845
1021802,"privé - sans psg","K11",245.435395867426
1029460,"privé - sans psg","K11",12.7020877687261
1017004,"privé - sans psg","K11",306.926683057459
1012127,"privé - sans psg","K11",30.1889001405073
1005401,"privé - sans psg","K11",29.0927413210334
1023530,"publis - communales","K12",357.485421653495
1027127,"privé - sans psg","K11",215.137218053709
1014344,"privé - sans psg","K11",437.045528210269
1019337,"publis - communales","K12",112.26388556585
1024728,"publis - communales","K12",361.978185004941
1027373,"privé - sans psg","K12",141.668354271465
1024951,"privé - sans psg","K12",657.812320708396
1017588,"privé - sans psg","K11",174.117001257098
1018009,"privé - sans psg","K12",10.5499741024256
1013162,"privé - sans psg","K12",335.954932905618
1002250,"privé - sans psg","K11",288.447233357249
1019176,"privé - sans psg","K11",16.7971973177355
1003204,"publis - communales","K12",485.843025748963
1024096,"privé - sans psg","K12",421.566424307063
1008131,"publis - communales","K12",32.3545759110167
1020896,"publis - communales","K11",222.866393000548
1015250,"privé - sans psg","K11",753.566969146227
1005902,"privé - sans psg","K11",3.18782802902735
1024674,"privé - sans psg","K11",145.598812312246
1016459,"privé - sans psg","K11",8.69719951700224
1021832,"publis - communales","K11",23.281659806291
1029512,"privé - sans psg","K11",24.0283333143091
1021392,"privé - sans psg","K11",6.15585119266404
1022731,"publis - communales","K12",401.437811921638
1016226,"publis - communales","K12",166.321838435556
1022691,"publis - communales","K12",179.496968701764
1029955,"publis - communales","K12",49.3731402672127
1005431,"publis - communales","K12",1.37342632766251
1010289,"privé - sans psg","K12",2.40792360572095
1007009,"privé - sans psg","K13",1.41640401025197
1009963,"privé - sans psg","K13",37.2548238203237
1000571,"privé - sans psg","K13",1.74657090382875
1015808,"privé - sans psg","K13",295.444360601103
1007733,"privé - sans psg","K13",10.2545597637829
1028691,"publis - communales","K12",31.0828557015865
1016638,"privé - sans psg","K13",993.980743476563
1024367,"privé - sans psg","K13",195.728793338816
1004566,"privé - sans psg","K13",669.104360433628
1000849,"publis - communales","K13",146.408649378156
1025534,"publis - communales","K12",28.1798149052977
1010874,"publis - communales","K12",1064.05026292719
1009419,"privé - sans psg","K13",77.8016890671595
1008459,"privé - sans psg","K13",402.598216986659
1007895,"privé - sans psg","K13",527.502919629903
1028131,"privé - sans psg","K13",380.46733174191
1025196,"privé - sans psg","K13",93.2024231217515
1005588,"privé - sans psg","K12",183.232913739635
1018995,"publis - communales","K12",81.9179764984566
1007107,"privé - sans psg","K13",175.284991681318
1004083,"privé - sans psg","K13",25.5579061490412
1024094,"privé - sans psg","K13",566.391744688165
1004106,"privé - sans psg","K13",3.91277581167208
1000239,"privé - sans psg","K13",294.387455481601
