"idp","mqd","biomass","zp","reserutile","troph_r","species","ownership","tmoy_win_mean_anomaly","tmoy_win_min_anomaly","tmoy_win_max_anomaly","tmoy_spr_mean_anomaly","tmoy_spr_min_anomaly","tmoy_spr_max_anomaly","tmoy_sum_mean_anomaly","tmoy_sum_min_anomaly","tmoy_sum_max_anomaly","tmoy_aut_mean_anomaly","tmoy_aut_min_anomaly","tmoy_aut_max_anomaly","spei1-13_mean","spei2-13_mean","spei3-13_mean","spei4-13_mean","spei5-13_mean","spei6-13_mean","spei7-13_mean","spei8-13_mean","spei9-13_mean","spei10-13_mean","spei11-13_mean","spei12-13_mean","spei13-13_mean","spei14-13_mean","spei15-13_mean","spei16-13_mean","spei17-13_mean","spei18-13_mean","spei19-13_mean","spei20-13_mean","spei21-13_mean","spei22-13_mean","spei23-13_mean","spei24-13_mean"
761676,0.163288997562911,47.9865943220848,340,37.7999992370605,1.03467,"Sapin pectiné","Forêts domaniales RF",0.196612296313395,-1.53048157094883,2.4121947158662,0.188003042514014,-1.85547428730761,1.63556390646343,0.527471980002547,-0.822923541099309,2.25845435425026,0.145640153264961,-1.29046889571821,1.81128713224544,-0.459190983182056,-0.588571872205292,-0.669943891428273,-0.749987256294075,-0.8103730817224,-0.857610648013595,-0.897211626445682,-0.932184890713505,-0.963252794257295,-0.983370138125621,-0.998100292131764,-1.01245019426622,-1.02284488748451,-1.03130896665196,-1.03718612289927,-1.04584497266561,-1.05511053432241,-1.06699139190714,-1.07797395562355,-1.0898813160156,-1.10348907969173,-1.11521450798071,-1.12712321959736,-1.13552274966649
722455,0.204662335301241,218.335126237903,382,74.25,2.35393,"Hêtre","Forêts domaniales RF",0.25248538089271,-1.50149574656397,2.37079493245019,0.195437791432892,-1.91542945767325,1.67339261988448,0.539628676914997,-0.760773010690195,2.14117601849192,0.172484316116504,-1.20193774021662,1.88602357067406,-0.138141870691671,-0.18790198012308,-0.202558441549993,-0.228888249906436,-0.240739837454002,-0.2506444618813,-0.256769594651295,-0.261422803105602,-0.267005388798672,-0.263723618768035,-0.264072308417353,-0.268413612104826,-0.272619621976946,-0.275207706642127,-0.270217965542685,-0.266524002632127,-0.265132153992011,-0.270234879088783,-0.274746161501269,-0.280933376353163,-0.289977178649518,-0.298043120517802,-0.310295287238687,-0.320171995125713
738018,0.204886213098639,189.81801929967,460,28,2.91934,"Épicéa commun","Forêts privées et autres - En PSG",0.205364212241855,-1.54471898462639,2.4675381182993,0.202112376919478,-1.85187361249792,1.6622449902429,0.523809949146775,-0.806972833594318,2.25416618828341,0.148930839136326,-1.28697473463017,1.82962696809794,-0.493771211433006,-0.630399855644582,-0.717387877630682,-0.798477886277156,-0.85996054809719,-0.907903247080908,-0.947217463046214,-0.98198455550293,-1.01216132332922,-1.03179560763605,-1.04635217980808,-1.06023870844133,-1.06993982150917,-1.07795002195798,-1.08329524979139,-1.09115591913859,-1.09968760691383,-1.11069846989062,-1.12092273807825,-1.13170991211519,-1.14380227019607,-1.15420761384554,-1.16477103346287,-1.17201254538805
777046,0.337149326686021,533.776914694495,416,49.5999984741211,1.667,"Sapin pectiné","Forêts privées et autres - En PSG",0.176382023935935,-1.5329921301213,2.55483160058276,0.180970563323084,-1.84303211812545,1.63067265623883,0.477425245083748,-0.880787090978337,2.32095985533567,0.128583233524433,-1.33396294262465,1.83178244657516,-0.533558409349676,-0.676913405109777,-0.768857531637478,-0.850528895853551,-0.912353110934952,-0.959487704880285,-0.998738924849183,-1.03191589414712,-1.06128363151635,-1.07987872211366,-1.09364447785033,-1.10654523673676,-1.11595501784977,-1.12330010153574,-1.12816361678491,-1.13637138771489,-1.14540737784949,-1.15616880746213,-1.16608251681067,-1.17675639498738,-1.18856855446303,-1.19900774728375,-1.20929710090991,-1.21632922565357
714754,0.109508344793101,145.995438134189,316,82.5,3.33445,"Chêne rouvre","Forêts domaniales RF",0.274188024720467,-1.51062081544107,2.46530898970627,0.211274214992238,-1.93098844168248,1.68093238448619,0.541827270125826,-0.736704853767755,2.07493935877707,0.183916166531823,-1.17503102279324,1.92145568132868,-0.130577072386101,-0.174816214934753,-0.187811507464124,-0.213483392700644,-0.223513412119651,-0.231671160222071,-0.236278307943031,-0.238319245654486,-0.240972137363619,-0.235015198831675,-0.23299818288919,-0.235831963595808,-0.239166262033586,-0.240773314521674,-0.234910402438917,-0.230347160888262,-0.228618820171429,-0.233603529072134,-0.237989641677969,-0.244252096629927,-0.253095175483838,-0.261234152798363,-0.273427808682531,-0.283471793980399
703094,0.255292231445382,83.8316877181301,258,56.6999969482422,1.60237,"Pin sylvestre","Forêts domaniales RF",0.240321996375908,-1.44805916796475,2.26910258901105,0.185806702106146,-1.93118396789691,1.65819342220685,0.529236370828508,-0.749082517870457,2.14102975223155,0.160663567397457,-1.19034087403211,1.86133974660879,-0.146918729968739,-0.200725875799955,-0.215568322702028,-0.242658342769259,-0.255930550052843,-0.267517632930363,-0.275283330837822,-0.281753701559768,-0.289188010460125,-0.287371913126965,-0.288823987324555,-0.293656631309368,-0.29838545643087,-0.301358728729567,-0.296805918043874,-0.293989877179184,-0.293304969048805,-0.29878571213247,-0.303712061085062,-0.309870213266166,-0.319015036379694,-0.327368360985263,-0.339680784053954,-0.349652710122293
764732,0.100225702166823,24.2443020019308,356,135.449996948242,5.52044,"Noisetier","Forêts privées et autres - Hors PSG",0.232953626466094,-1.47713389481207,2.30601936601257,0.186133120499308,-1.89103823669371,1.64595522516345,0.54662868840243,-0.796975440653962,2.3174300277229,0.149266554529894,-1.22733188486677,1.83723260383648,-0.309783675518474,-0.406022722218137,-0.454511645838905,-0.510761553054481,-0.555653275411619,-0.59200273863701,-0.620414231700462,-0.645975184914634,-0.669887356467131,-0.685310695681154,-0.698003597174802,-0.709453705207677,-0.718630629868863,-0.72733467119469,-0.731840397007779,-0.740562624111118,-0.747343290386059,-0.757977236714731,-0.767157508801984,-0.777703371925015,-0.7914403376962,-0.802913534678436,-0.816044781626442,-0.825026153515817
770652,0.160888064355987,126.842526084992,428,21,1.26861,"Pin sylvestre","Forêts domaniales RF",0.18387549080409,-1.54180090684927,2.4561462225558,0.178043447358906,-1.8649758917004,1.62732490069617,0.497723458902464,-0.871016053079312,2.22592991342491,0.135730969108763,-1.31235634445783,1.8229888452214,-0.516998240104939,-0.657367635441364,-0.745475617397812,-0.825134845506514,-0.886597530079103,-0.934443481134446,-0.972554116891859,-1.00669428748837,-1.03544187123212,-1.05512789035578,-1.06922570447855,-1.08293865927713,-1.09266674257139,-1.10041573174915,-1.10517759175406,-1.11263019001429,-1.12038818075917,-1.13057050800375,-1.14009319627241,-1.14967231994359,-1.16072037094928,-1.16976886784776,-1.17931867625749,-1.18581470328724
747924,0.431668510588069,247.873787237943,649,19.6000003814697,1.66048,"Sapin pectiné","Forêts domaniales RF",0.170563256700886,-1.6992798947635,2.70204321560652,0.217845676945213,-1.82445754441615,1.66665907329558,0.492277297950765,-0.814945220410011,2.13783976224021,0.153271402843552,-1.36590274901568,1.8389860365911,-0.544135775224207,-0.687956222218787,-0.782801554581317,-0.865658967801721,-0.928198634332617,-0.976555252628928,-1.01593550697898,-1.04955968165322,-1.07894000720491,-1.09730402467859,-1.11148926348919,-1.1247645855198,-1.1336492549188,-1.1408486076146,-1.14568796840456,-1.15332050739175,-1.16198851266132,-1.17274845463071,-1.18248615477631,-1.19238116254541,-1.20348047487022,-1.21317017141572,-1.22286485594674,-1.22949663370582
731708,0.268446239773639,221.812240921185,278,14.7000007629395,0.838792,"Pin sylvestre","Forêts domaniales RF",0.27873930765122,-1.45921464355968,2.36842203470242,0.20280354513156,-1.93473039823226,1.67409314251185,0.552267321933081,-0.730948670889807,2.16220204866171,0.177503723125669,-1.18261321476654,1.90537971707716,-0.143562741550187,-0.195355261932057,-0.20969227080085,-0.236936294620613,-0.249234427956045,-0.260321320677044,-0.267324333258275,-0.272789282408941,-0.278966415451087,-0.275540255991134,-0.275774134737684,-0.279822860607162,-0.284449585402805,-0.287331584221974,-0.282622601496387,-0.279800582766102,-0.278907213893411,-0.284296401904922,-0.288951484432426,-0.295012176114091,-0.303895546749967,-0.311984474981487,-0.324176378339299,-0.33412073360948
754967,0.411609729306635,263.574939600417,619,62.9999961853027,0.980626,"Sapin pectiné","Forêts domaniales RF",0.185101052007478,-1.65460831129306,2.62793530841722,0.213001998718889,-1.85710754098763,1.66074087040462,0.501516563136964,-0.830590630934852,2.12176674427922,0.156107774858747,-1.34402194256083,1.8320102672487,-0.551905686516835,-0.69454149350651,-0.783489460263515,-0.860765694827163,-0.921256749364684,-0.967865415349687,-1.00420386030934,-1.03659201368545,-1.06314668938048,-1.08176912674494,-1.09533222602865,-1.10753872272045,-1.11661334377994,-1.12359399614071,-1.12737866450399,-1.13491245217543,-1.14234037400566,-1.15228256532424,-1.16051343224237,-1.16866550082559,-1.17836363790462,-1.18646361500608,-1.19488918965956,-1.20023620500105
731032,0.411458593722081,151.636306330549,756,21,1.40642,"Sapin pectiné","Forêts domaniales RF",0.153464478342527,-1.70773843923021,2.74630037405986,0.202833483740623,-1.83091850126647,1.65153352785527,0.458147572137613,-0.887656259739848,2.11942661647513,0.13648236242641,-1.39548691209471,1.83747532821866,-0.547686265857172,-0.691865784951591,-0.786161018822993,-0.867506959407184,-0.929970632012126,-0.978208863455851,-1.01709665670795,-1.05140241518775,-1.08047900383545,-1.09928783372538,-1.11381446783713,-1.12755347016399,-1.13745941764075,-1.14491761292427,-1.14971485535254,-1.15702084449987,-1.16506331783334,-1.17499289659482,-1.18429199708444,-1.19356457660037,-1.20395493903708,-1.21279873914466,-1.22192949934536,-1.22822607416827
