"idp","rich","ser_86","pro_psg","elev","tcar","esspre_fr"
1031044,21,"D12","privé - sans psg",316,8,"F"
1009684,11,"B61","privé - psg",73,8,"F"
1004241,40,"G80","privé - psg",492,0,"R"
1019670,24,"I11","publis - communales",464,9,"F"
1008502,34,"C20","publis - communales",468,9,"F"
1007631,21,"B52","privé - sans psg",123,8,"F"
1020306,38,"G90","publis - communales",389,8,"F"
1029712,24,"F15","privé - sans psg",283,9,"F"
1029613,16,"F30","privé - sans psg",156,9,"F"
1001427,8,"F52","privé - sans psg",81,3,"R"
1023761,27,"C20","privé - psg",458,4,"R"
1026168,24,"B91","privé - sans psg",266,10,"F"
1018463,20,"J23","privé - sans psg",458,10,"R"
1001475,86,"E20","privé - psg",1187,8,"R"
1031194,57,"G22","privé - sans psg",1024,8,"R"
1002957,18,"G11","privé - sans psg",187,0,"F"
1012114,17,"H42","publis - communales",2072,5,"R"
1028234,12,"B41","privé - psg",162,7,"F"
1030546,24,"C20","privé - sans psg",297,10,"F"
1002879,17,"J23","privé - sans psg",257,0,"F"
1007107,28,"K13","privé - sans psg",209,10,"F"
1029423,8,"B61","privé - psg",147,10,"F"
1011101,4,"C30","publis - communales",354,9,"F"
1019330,36,"I11","privé - sans psg",213,7,"F"
1018967,8,"H41","publis - communales",1750,7,"R"
1011877,14,"B61","privé - sans psg",50,9,"R"
1021074,9,"F22","privé - sans psg",16,9,"R"
1022616,20,"H30","privé - sans psg",814,3,"R"
1004004,22,"C42","publis - communales",365,10,"F"
1022576,27,"B41","publics - domaniales",53,8,"F"
1019453,13,"B70","privé - sans psg",122,10,"F"
1022726,37,"G13","privé - sans psg",480,9,"F"
1018094,25,"G30","publis - communales",958,10,"R"
1006377,18,"J23","privé - psg",277,8,"R"
1004083,13,"K13","privé - sans psg",462,1,"F"
1001888,53,"E20","privé - psg",988,8,"F"
1005800,7,"B61","privé - sans psg",106,9,"R"
1008605,15,"C30","publis - communales",251,8,"F"
1024284,42,"C20","publics - domaniales",264,6,"F"
1002467,14,"F40","privé - sans psg",96,10,"F"
1012055,26,"C41","publics - domaniales",146,8,"F"
1014221,4,"B32","privé - psg",185,9,"R"
1019001,30,"H30","privé - sans psg",1435,5,"R"
1018336,31,"G22","privé - sans psg",655,4,"F"
1027501,78,"H22","publis - communales",1667,2,"R"
1029604,19,"C51","privé - psg",189,9,"F"
1007839,24,"G13","privé - sans psg",584,8,"F"
1000929,15,"G30","publis - communales",1554,9,"R"
1012158,13,"G80","publics - domaniales",1036,10,"F"
1015490,19,"C20","privé - sans psg",259,10,"F"
1025853,15,"D11","publis - communales",603,6,"R"
1008540,16,"F23","privé - sans psg",73,7,"F"
1014500,8,"A11","privé - sans psg",191,2,"F"
1031370,29,"B51","privé - sans psg",183,10,"F"
1025534,42,"K12","publis - communales",1402,4,"R"
1023963,40,"G50","privé - sans psg",851,10,"F"
1030870,62,"G22","privé - sans psg",1345,2,"F"
1000493,9,"F52","privé - sans psg",81,2,"F"
1007814,49,"C20","publis - communales",333,5,"F"
1016909,35,"E10","privé - sans psg",497,10,"F"
1027314,22,"G23","publis - communales",501,9,"R"
1002826,30,"B41","publics - domaniales",171,6,"F"
1014029,32,"B92","privé - sans psg",270,10,"F"
1011222,10,"F21","privé - psg",54,0,"R"
1024791,12,"F23","privé - sans psg",50,5,"F"
1015250,29,"K11","privé - sans psg",76,9,"R"
1008849,38,"F15","privé - sans psg",152,3,"F"
1022851,19,"B10","privé - sans psg",58,3,"F"
1018534,25,"B21","privé - psg",52,8,"F"
1015675,7,"D11","publis - communales",350,9,"F"
1009532,19,"H30","publics - domaniales",1345,7,"R"
1013916,23,"C11","privé - psg",391,9,"R"
1007801,27,"J30","privé - psg",206,7,"F"
1026853,22,"I12","privé - sans psg",434,10,"F"
1025315,18,"B62","privé - sans psg",141,6,"F"
1007922,13,"B41","privé - psg",131,9,"R"
1011884,21,"B41","privé - psg",166,9,"F"
1004346,22,"H30","publis - communales",1239,10,"R"
1011356,28,"B82","privé - sans psg",127,10,"F"
1003292,28,"G30","privé - sans psg",1033,9,"F"
1002679,23,"C52","privé - sans psg",362,10,"F"
1006213,6,"B70","privé - psg",139,10,"F"
1023400,11,"A11","privé - sans psg",49,7,"F"
1001179,25,"B82","privé - sans psg",119,9,"F"
1015859,15,"G70","publics - domaniales",437,4,"R"
1026104,20,"B70","privé - sans psg",123,9,"F"
1017963,25,"I12","publics - domaniales",1422,8,"F"
1020950,17,"B82","privé - sans psg",110,1,"F"
1011495,17,"A21","publis - communales",64,8,"R"
1004283,21,"G13","privé - sans psg",694,0,"R"
1030080,34,"B92","privé - sans psg",358,9,"R"
1031136,17,"B70","privé - psg",120,10,"F"
1001565,9,"G70","privé - sans psg",388,4,"R"
1005549,24,"B31","privé - sans psg",176,10,"F"
1001157,33,"G22","privé - psg",858,9,"R"
1014546,22,"B61","privé - psg",100,9,"F"
1011212,30,"C12","publis - communales",166,8,"F"
1030614,24,"H30","privé - sans psg",602,8,"F"
1031337,19,"G22","publis - communales",1441,0,"F"
1019386,37,"G90","privé - sans psg",675,9,"F"
1015917,26,"G11","privé - sans psg",383,8,"F"
1016177,14,"B51","publis - communales",205,9,"F"
1004113,17,"A12","privé - psg",160,10,"R"
1012032,13,"C20","privé - psg",297,10,"F"
1016342,25,"B10","privé - psg",186,9,"F"
1004576,16,"B91","privé - psg",260,10,"F"
1027795,31,"J22","privé - sans psg",72,7,"R"
1024917,19,"F30","privé - sans psg",85,8,"F"
1003677,13,"B41","privé - psg",81,9,"F"
1005384,14,"A11","privé - sans psg",82,7,"F"
1011588,15,"A12","privé - sans psg",104,10,"F"
1008899,12,"B91","privé - psg",212,10,"F"
1017343,45,"H41","privé - sans psg",440,7,"R"
1003398,24,"I22","publis - communales",1569,10,"F"
1020928,13,"A13","privé - psg",296,9,"F"
1026472,19,"J23","publis - communales",323,0,"F"
1013677,20,"F15","privé - sans psg",162,10,"F"
1025341,13,"F21","publis - communales",23,4,"R"
1004797,38,"C41","privé - sans psg",121,4,"F"
1025317,21,"G50","privé - sans psg",619,5,"F"
1014391,25,"G90","privé - sans psg",694,0,"F"
1003212,16,"B61","privé - psg",106,8,"F"
1029324,11,"F21","privé - psg",134,3,"R"
1023662,11,"B61","privé - psg",65,10,"F"
1023651,19,"C20","publis - communales",259,10,"F"
1018776,18,"G60","privé - sans psg",578,9,"F"
1028374,22,"D11","privé - sans psg",688,9,"F"
1019822,15,"G21","privé - sans psg",595,7,"F"
1000385,21,"H41","publics - domaniales",1515,7,"R"
1006135,20,"B41","privé - sans psg",92,9,"R"
1008163,30,"C20","publis - communales",293,9,"F"
1011614,21,"C52","privé - sans psg",701,9,"F"
1006180,23,"C20","privé - sans psg",270,9,"F"
1022963,15,"F23","privé - sans psg",47,5,"F"
1020233,14,"B61","privé - psg",48,10,"R"
1025256,9,"A11","privé - sans psg",221,1,"R"
1020611,15,"G50","privé - sans psg",296,10,"F"
1011864,13,"H41","publics - domaniales",1859,8,"R"
1008648,52,"H10","privé - sans psg",1308,10,"R"
1019314,31,"G70","privé - sans psg",673,6,"F"
1012371,22,"F15","privé - sans psg",132,10,"F"
1014467,17,"B53","privé - psg",228,9,"F"
1030702,12,"B62","privé - psg",174,8,"F"
1005857,34,"C20","publis - communales",282,9,"F"
1028305,29,"G11","privé - sans psg",287,10,"F"
1015573,32,"H41","publis - communales",1397,8,"R"
1028970,23,"F30","privé - psg",399,10,"F"
1011430,21,"B42","privé - psg",230,8,"F"
1009942,33,"J10","privé - sans psg",263,4,"F"
1004800,12,"B33","privé - psg",155,0,"F"
1025745,25,"C20","privé - sans psg",181,10,"F"
1022797,19,"G23","publis - communales",278,7,"F"
1013496,24,"B51","privé - psg",175,8,"F"
1028457,26,"G22","privé - psg",377,8,"R"
1010763,28,"E10","publis - communales",519,10,"F"
1011539,32,"G22","privé - sans psg",645,9,"F"
1002609,18,"B70","privé - sans psg",93,10,"F"
1027033,12,"B92","privé - psg",262,10,"F"
1023156,21,"J22","privé - sans psg",16,1,"F"
1010200,24,"I11","privé - sans psg",336,4,"F"
1021584,13,"F21","privé - psg",124,6,"R"
1030393,15,"C20","publis - communales",318,10,"F"
1014724,14,"C20","publis - communales",362,0,"F"
1019705,44,"B43","privé - sans psg",139,5,"R"
1010926,45,"G42","privé - sans psg",338,7,"F"
1014649,7,"J10","publis - communales",164,7,"F"
1030980,29,"G22","privé - sans psg",597,10,"F"
1002340,55,"G90","privé - sans psg",552,10,"F"
1007494,11,"B33","privé - sans psg",191,9,"F"
1029156,49,"G22","privé - sans psg",999,0,"F"
1024880,15,"C30","privé - sans psg",359,6,"F"
1000057,18,"H30","privé - sans psg",998,9,"R"
1018875,15,"F52","privé - sans psg",271,10,"F"
1007175,10,"I12","publis - communales",1448,7,"F"
1026406,31,"K13","privé - sans psg",42,1,"F"
1025939,9,"B61","publis - communales",68,10,"F"
1027862,24,"C20","publis - communales",236,9,"F"
1009253,18,"D11","publics - domaniales",925,6,"F"
1026368,9,"H41","publics - domaniales",1821,8,"R"
1030105,43,"E10","privé - sans psg",587,7,"F"
1015087,25,"C30","privé - sans psg",219,7,"F"
1027490,26,"C41","publics - domaniales",217,9,"F"
1008706,35,"B51","privé - sans psg",182,8,"F"
1030788,17,"F30","privé - sans psg",155,8,"F"
1000072,56,"C20","publis - communales",297,8,"F"
1015343,62,"H21","privé - sans psg",1076,4,"R"
1007382,27,"J10","privé - sans psg",283,10,"F"
1004086,11,"F21","privé - sans psg",77,0,"F"
1019434,16,"B10","privé - psg",85,9,"F"
1030474,20,"H30","privé - sans psg",1384,7,"R"
1023509,15,"I21","publis - communales",1184,7,"F"
1023282,22,"G13","publics - domaniales",648,0,"F"
1009466,9,"D11","privé - sans psg",627,10,"R"
1000779,15,"G70","privé - sans psg",491,8,"R"
1027777,49,"G90","privé - sans psg",790,6,"R"
1021142,25,"B51","privé - sans psg",100,9,"F"
1017661,15,"B41","privé - sans psg",62,8,"F"
1019385,19,"G42","privé - sans psg",463,2,"F"
1026845,17,"G42","privé - sans psg",557,8,"F"
1028857,35,"E10","privé - sans psg",273,9,"F"
1019993,19,"F23","privé - sans psg",80,9,"F"
1002838,40,"I22","publics - domaniales",1805,9,"R"
1000090,40,"E20","privé - sans psg",681,9,"F"
1028103,15,"H30","publis - communales",739,8,"F"
1011520,21,"F15","privé - sans psg",200,10,"F"
1030278,19,"C12","privé - psg",159,10,"F"
1002700,6,"G22","publis - communales",1213,10,"R"
1017235,29,"E10","publis - communales",1066,10,"F"
1014811,11,"B53","privé - sans psg",211,9,"F"
1018557,13,"B82","privé - sans psg",148,3,"F"
1007914,28,"B51","privé - psg",151,9,"F"
1017312,28,"H10","publis - communales",1025,9,"R"
1022323,61,"H10","publics - domaniales",1380,6,"F"
1002286,12,"B70","privé - psg",111,10,"F"
1028840,41,"C51","privé - sans psg",225,8,"F"
1007434,18,"B70","privé - sans psg",100,9,"F"
1010644,18,"J23","publics - domaniales",282,4,"F"
1008737,6,"J22","privé - sans psg",1,3,"F"
1004481,20,"G11","privé - sans psg",401,9,"R"
1008364,32,"H21","publis - communales",1663,4,"R"
1023634,33,"C20","privé - psg",282,7,"F"
1001420,15,"H30","publis - communales",1528,10,"R"
1001707,17,"C20","privé - psg",389,8,"R"
1025391,22,"B82","privé - sans psg",126,8,"F"
1017418,27,"G11","privé - sans psg",223,8,"F"
1014238,41,"C52","publis - communales",462,9,"R"
1003266,25,"J10","publis - communales",149,3,"F"
1017671,45,"G41","privé - sans psg",635,9,"F"
1028516,11,"G11","privé - sans psg",375,10,"F"
1018648,5,"F21","privé - sans psg",94,0,"R"
1013246,20,"F23","privé - sans psg",47,9,"F"
1013229,20,"C51","privé - sans psg",270,9,"F"
1028926,23,"B70","privé - psg",102,10,"R"
1017779,15,"A22","publics - domaniales",79,2,"F"
1009204,14,"B91","privé - sans psg",129,10,"F"
1029333,89,"H10","publis - communales",1612,6,"R"
1026367,47,"E10","publis - communales",598,10,"F"
1017148,35,"G50","privé - sans psg",366,10,"F"
1029236,29,"G13","privé - sans psg",624,8,"F"
1018293,31,"E10","privé - sans psg",317,10,"F"
1024523,20,"C52","privé - sans psg",544,8,"R"
1030881,17,"B41","privé - sans psg",114,10,"F"
1026770,33,"G22","privé - sans psg",678,10,"F"
1007349,25,"F30","privé - sans psg",217,9,"F"
1029169,16,"G50","privé - sans psg",403,10,"F"
1018298,21,"B52","privé - sans psg",260,10,"F"
1014187,34,"F30","privé - sans psg",322,7,"F"
1024460,14,"F21","privé - sans psg",11,3,"R"
1011002,29,"B41","privé - sans psg",90,9,"F"
1020231,18,"G21","privé - sans psg",562,7,"F"
1012201,41,"G13","privé - sans psg",635,9,"F"
1026994,12,"F14","privé - sans psg",72,10,"F"
1018436,39,"G13","privé - sans psg",566,6,"F"
1025414,39,"B41","publics - domaniales",126,6,"F"
1007439,34,"I21","privé - sans psg",194,9,"F"
1019252,20,"G13","privé - sans psg",669,10,"F"
1022676,22,"C20","publis - communales",508,9,"F"
1020448,18,"C51","publis - communales",232,10,"F"
1015834,45,"G90","privé - sans psg",622,8,"F"
1023841,17,"F15","privé - psg",242,10,"F"
1015752,12,"G22","privé - sans psg",961,6,"R"
1014905,19,"G22","privé - sans psg",1001,9,"R"
1007065,22,"E20","publis - communales",804,9,"F"
1002376,10,"F40","privé - sans psg",257,6,"F"
1003381,30,"D11","publis - communales",661,8,"R"
1021576,37,"G22","privé - sans psg",864,0,"R"
1025521,22,"G21","privé - sans psg",725,10,"F"
1009970,39,"B42","privé - sans psg",138,10,"F"
1010554,15,"G13","privé - sans psg",498,0,"F"
1026338,24,"B42","privé - psg",162,9,"F"
1006096,7,"B32","privé - sans psg",155,7,"F"
1027411,16,"C41","publis - communales",145,8,"R"
1030543,20,"G41","privé - sans psg",765,9,"R"
1031401,28,"F40","privé - sans psg",131,10,"R"
1018649,9,"F21","privé - psg",61,0,"R"
1009568,38,"J10","privé - sans psg",655,5,"F"
1008424,26,"H30","publis - communales",1161,9,"F"
1001503,55,"G30","privé - sans psg",964,9,"F"
1000641,18,"F30","privé - sans psg",99,10,"F"
1005625,34,"C20","privé - psg",403,9,"F"
1027366,15,"F21","privé - psg",18,6,"R"
1020333,5,"A13","publics - domaniales",300,9,"F"
1016852,61,"J23","publics - domaniales",689,6,"F"
1010627,43,"G23","privé - psg",490,10,"R"
1026609,22,"G42","privé - sans psg",711,6,"R"
1005955,41,"C20","publis - communales",412,7,"R"
1016674,13,"B52","privé - psg",179,9,"F"
1016081,14,"C11","publics - domaniales",342,9,"R"
1003839,7,"B22","privé - sans psg",69,6,"F"
1023505,28,"H10","privé - sans psg",1264,9,"R"
1006834,16,"E10","publis - communales",540,8,"F"
1022785,14,"C42","publis - communales",370,9,"F"
1002370,64,"E10","privé - sans psg",456,7,"R"
1021333,20,"E10","privé - sans psg",567,1,"F"
1000405,22,"B62","privé - psg",96,10,"F"
1000775,8,"B41","publics - domaniales",158,7,"R"
1004059,24,"B62","privé - sans psg",103,9,"F"
1002181,31,"B91","publics - domaniales",249,5,"F"
1025771,18,"B82","privé - sans psg",98,3,"F"
1013758,18,"A21","privé - psg",125,10,"F"
1017877,16,"G22","privé - sans psg",926,10,"F"
1021679,34,"A13","publics - domaniales",240,10,"F"
1023399,28,"C52","privé - sans psg",303,5,"F"
1010540,22,"A11","privé - psg",222,9,"R"
1006737,9,"F22","publis - communales",29,5,"R"
1022570,24,"B53","privé - sans psg",169,10,"R"
1021964,37,"H41","publis - communales",1463,9,"R"
1019836,27,"D12","publis - communales",371,9,"F"
1027704,33,"D11","publis - communales",516,9,"F"
1007890,45,"H21","publis - communales",1323,9,"R"
1017384,21,"J22","privé - sans psg",274,2,"R"
1016951,17,"D11","publis - communales",749,7,"F"
1000619,29,"C30","publis - communales",281,10,"F"
1023465,14,"A12","privé - sans psg",85,9,"F"
1029779,25,"F12","publis - communales",109,6,"F"
1003429,25,"B42","privé - psg",124,9,"F"
1018110,24,"C20","privé - psg",321,7,"F"
1025948,20,"D12","privé - sans psg",303,9,"F"
1002988,25,"B91","privé - sans psg",215,9,"F"
1030243,59,"I21","privé - sans psg",631,8,"F"
1008322,33,"F30","publis - communales",381,5,"R"
1024066,22,"H21","publics - domaniales",1406,10,"R"
1028250,17,"F12","privé - sans psg",41,10,"F"
1017044,21,"C51","privé - sans psg",189,10,"F"
1016004,20,"B42","publics - domaniales",202,8,"F"
1012426,41,"G90","privé - sans psg",741,10,"F"
1012637,24,"C20","publics - domaniales",380,6,"F"
1005202,31,"B10","privé - sans psg",122,9,"F"
1002061,45,"C20","privé - sans psg",350,6,"F"
1009318,12,"B10","privé - psg",148,9,"F"
1011491,21,"F23","privé - sans psg",113,9,"F"
1007745,30,"J30","privé - psg",95,6,"F"
1003015,10,"F21","privé - sans psg",16,8,"F"
1016491,8,"F21","privé - psg",90,0,"R"
1020460,21,"I11","publis - communales",466,10,"F"
1021065,20,"J10","publis - communales",288,9,"F"
1009240,65,"E20","publics - domaniales",967,6,"R"
1003448,39,"F40","privé - sans psg",187,6,"F"
1031248,21,"I21","privé - sans psg",567,10,"F"
1022256,35,"F30","publis - communales",265,10,"F"
1020842,22,"C20","privé - sans psg",345,9,"F"
1021035,26,"F30","privé - psg",605,10,"R"
1016601,14,"B70","privé - psg",117,8,"R"
1027784,56,"E20","privé - sans psg",805,8,"F"
1005900,12,"C30","publis - communales",204,10,"F"
1008468,18,"F21","privé - sans psg",9,7,"F"
1001568,13,"B70","privé - psg",158,9,"R"
1018346,19,"F15","privé - sans psg",254,10,"F"
1017680,18,"G23","privé - sans psg",601,10,"F"
1025496,33,"H42","publis - communales",1454,9,"R"
1002998,19,"B51","publics - domaniales",131,8,"F"
1015006,30,"G13","privé - sans psg",467,8,"F"
1026080,11,"I21","publis - communales",1160,10,"F"
1030210,31,"C51","privé - sans psg",203,10,"F"
1000745,26,"C20","privé - sans psg",351,9,"F"
1015529,32,"C12","publis - communales",284,8,"F"
1002107,19,"B23","privé - psg",217,7,"F"
1021695,25,"F12","privé - sans psg",180,0,"F"
1029151,58,"C20","publis - communales",357,7,"F"
1005839,26,"B41","privé - sans psg",54,8,"F"
1025877,17,"B10","privé - psg",113,9,"F"
1007371,51,"J22","privé - sans psg",71,6,"R"
1025118,4,"I21","privé - psg",919,10,"F"
1019509,18,"D11","publics - domaniales",853,5,"R"
1004430,20,"C52","privé - sans psg",248,3,"F"
1004909,8,"F23","privé - sans psg",52,10,"R"
1004461,22,"H30","privé - sans psg",717,10,"R"
1006762,33,"G80","publics - domaniales",821,10,"R"
1002166,36,"F11","privé - sans psg",108,8,"F"
1019323,19,"C51","publis - communales",209,0,"F"
1004308,14,"F30","privé - sans psg",184,2,"F"
1026370,35,"F40","privé - sans psg",372,10,"F"
1027087,21,"C11","publics - domaniales",339,9,"F"
1018383,14,"G13","privé - sans psg",610,9,"F"
1024346,11,"H10","privé - sans psg",1145,10,"F"
1005229,29,"C20","privé - sans psg",290,9,"R"
1016262,16,"B91","publics - domaniales",223,9,"F"
1010295,12,"G11","privé - sans psg",292,2,"F"
1024554,22,"B42","privé - sans psg",101,10,"F"
1018551,11,"B42","publics - domaniales",122,7,"F"
1001622,57,"G30","privé - sans psg",940,7,"R"
1014081,27,"G50","privé - sans psg",561,9,"F"
1027856,32,"B42","privé - sans psg",87,9,"F"
1017377,30,"I21","privé - sans psg",568,10,"F"
1020285,73,"H21","publis - communales",1127,7,"R"
1015790,16,"B70","privé - sans psg",131,7,"R"
1022365,12,"C51","privé - sans psg",268,5,"F"
1018642,24,"G23","privé - psg",607,1,"F"
1007610,14,"A11","privé - sans psg",281,9,"R"
1010373,14,"A21","privé - sans psg",123,9,"R"
1015448,39,"G50","privé - sans psg",308,9,"F"
1013892,53,"F30","privé - sans psg",190,9,"F"
1005607,10,"F21","privé - sans psg",18,3,"R"
1024412,75,"H22","privé - sans psg",1649,6,"F"
1002472,27,"G80","privé - sans psg",845,10,"R"
1026500,16,"G22","privé - sans psg",911,10,"R"
1025476,14,"H30","privé - sans psg",680,10,"F"
1008538,44,"I22","privé - sans psg",473,6,"F"
1008674,28,"H22","publis - communales",1725,5,"R"
1022614,18,"H42","publis - communales",1356,2,"R"
1017294,40,"B53","publics - domaniales",280,10,"F"
1003553,21,"C20","publis - communales",375,0,"F"
1014909,17,"D11","publis - communales",458,8,"F"
1002518,26,"B70","privé - psg",146,10,"F"
1030834,15,"G12","privé - sans psg",222,6,"F"
1006815,53,"I21","privé - sans psg",905,10,"F"
1010164,10,"C30","publis - communales",419,8,"F"
1018025,6,"G21","privé - sans psg",829,10,"F"
1006287,40,"G90","privé - sans psg",617,10,"F"
1022440,14,"B92","privé - psg",188,7,"F"
1015082,22,"G21","privé - psg",750,9,"F"
1030065,8,"A13","privé - sans psg",396,9,"F"
1005043,37,"H41","publis - communales",1773,8,"R"
1020983,21,"D11","publis - communales",632,9,"R"
1021197,16,"D11","publics - domaniales",499,7,"R"
